"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Open innovation and intellectual property strategy: the catch-up processes of two Chinese pharmaceutical firms","https://scispace.com/paper/open-innovation-and-intellectual-property-strategy-the-catch-3wsui4wo82","2015","Journal Article","Technology Analysis & Strategic Management","Shengce Ren
Peiran Su","10.1080/09537325.2015.1061117","","We explore the interaction of open innovation and intellectual property (IP) in two Chinese latecomer pharmaceutical firms in their catch-up process. Studying archival data, documentation, and interviews, we found that the two firms exhibited five periods that were characterised by different open innovation activities and RD thus, they imported technologies and pursued production-oriented strategies. As they gradually entered into collaborations and established their R&D departments, open innovation and IP protection played important and dynamic roles in this process. Thus, a catch-up process involves not only acquiring technological capabilities and innovative competencies but also transforming a firm's capacity to strategies.","It is found that the two firms exhibited five periods that were characterised by different open innovation activities and R&D capabilities, and open innovation and IP protection played important and dynamic roles in this process."
"Scaling up and reverse engineering Acquisition of industrial knowledge by copying drugs in Brazil","https://scispace.com/paper/scaling-up-and-reverse-engineering-acquisition-of-industrial-1ac7elc21y","2008","Other","Research Papers in Economics","Maurice Cassier
Marilena Correa","10.4337/9781848444898.00015","https://scispace.com/pdf/scaling-up-and-reverse-engineering-acquisition-of-industrial-1ac7elc21y.pdf","HAL is a multi-disciplinary open access archive for the deposit and dissemination of scientific research documents, whether they are published or not. The documents may come from teaching and research institutions in France or abroad, or from public or private research centers. L’archive ouverte pluridisciplinaire HAL, est destinée au dépôt et à la diffusion de documents scientifiques de niveau recherche, publiés ou non, émanant des établissements d’enseignement et de recherche français ou étrangers, des laboratoires publics ou privés. Scaling up and reverse engineering Acquisition of industrial knowledge by copying drugs in Brazil Maurice Cassier, Marilena Correa","HAL as discussed by the authors is a multi-disciplinary open access archive for the deposit and dissemination of scientific research documents, whether they are published or not, which may come from teaching and research institutions in France or abroad, or from public or private research centers."
"Six Sigma in software industries: some case studies and observations","https://scispace.com/paper/six-sigma-in-software-industries-some-case-studies-and-458ckze7tj","2006","Journal Article","International Journal of Six Sigma and Competitive Advantage","Rupa Mahanti
Jiju Antony","10.1504/IJSSCA.2006.011118","","While the Six Sigma body of knowledge has benefited a large number of organisations in improving product and process quality (Define, Measure, Analyse, Improve, Control) and even for developing new products (Design For Six Sigma), some work is still needed for managing software projects. The aim of this paper is to present the results of semi-structured interviews conducted with software professionals in a few Indian software companies implementing Six Sigma. The paper initially presents an overview of the quality methodologies in the software domain. This is followed by the presentation of structured case studies showing the Six Sigma implementation in the individual companies having the following components – the company background, Six Sigma infrastructure, the barriers, critical success factors, Six Sigma performance indicators, Six Sigma tools, etc. The research results clear the long held misconception that Six Sigma is not applicable to software domain. The results also throw light on the quality and Six Sigma awareness in the Indian software organisations, the impact of Six Sigma on software business and the role of Six Sigma in helping organisations attaining business excellence. Little research has been carried out in terms of case studies of Six Sigma using real world examples like the one demonstrated in our paper. This paper will be valuable for quality professionals and management personnel in software organisations. This study was carried out with some boundaries like the number of companies, available resources, time constraints and so on.","In this paper, the authors present the results of semi-structured interviews conducted with software professionals in a few Indian software companies implementing Six Sigma and present structured case studies showing the Six Sigma implementation in the individual companies having the following components."
"Technology Transfer: A Literature Review","https://scispace.com/paper/technology-transfer-a-literature-review-3cmypo8iuo","2019","Book Chapter","","Joao Ricardo Lavoie
Tuğrul Daim","10.1007/978-3-030-15409-7_17","","With global economic dynamics and customers demanding better products and services, organizations regard innovation as a critical component of their businesses, regardless of the sector they compete on. Innovation, in turn, can be translated into more and better processes and products that minimize costs and that fulfill the ever-increasing and ever-more complex requirements and expectations of consumers. Having this scenario in mind, research and development (R&D) activities become more and more crucial since the innovation that organizations need spans largely from these activities. R&D, once seen as a purely creative and non-manageable process, has started to attract the attention of managers who see an opportunity to enhance innovation and the whole performance of an organization by means of managing research and development efforts. In that context, many managerial processes have been created and advanced, among which one can mention project management, program and portfolio management, new product development, and road mapping, among others.","In this paper, the authors discuss the importance of research and development (R&D) activities as a critical component of their businesses, regardless of the sector they compete on, and how they can be translated into more and better processes and products that minimize costs and fulfill the ever-increasing and ever-more complex requirements and expectations of consumers."
"Counterfeit, imitation, reverse engineering and learning: reflections from Chinese manufacturing firms","https://scispace.com/paper/counterfeit-imitation-reverse-engineering-and-learning-31qi42gl7i","2007","Journal Article","R & D Management","T. Minagawa
Paul Trott
Andreas Herbert Hoecht","10.1111/J.1467-9310.2007.00488.X","","In a previous paper, we developed an alternative perspective on product imitation and innovation. In this paper, we explore some of our research questions using empirical data gathered in China. While we do not condone counterfeit activities, we explore the role of counterfeiting, imitation and learning from the perspective of Chinese manufacturers and provide insight from a small number of key informants about the motives and incentives for non-consensual acquisition of technology and their views on what Western firms should be doing to counteract the threat to their technological advantage. In this paper, we argue that where companies use the technology property of others to develop their own technology capability without the consent of the other party (non-consensual acquisition of technology), firms should consider whether there are opportunities for collaboration before resorting immediately to the legal tools at their disposal to enforce intellectual property rights and seek financial recompense from infringers without due consideration of the learning, new product development and innovation context. We believe that the findings from our case studies can make a significant contribution towards a better understanding of non-consensual acquisition of technology in an innovation context. In particular, the information gained from the key informants provides their perspective on the causes of non-consensual acquisition of technology and their views and recommendations of how companies affected by this behaviour might be able to better handle this problem.","This article explored the role of counterfeiting, imitation and learning from the perspective of Chinese manufacturers and provided insight from a small number of key informants about the motives and incentives for non-consensual acquisition of technology and their views on what Western firms should be doing to counteract the threat to their technological advantage."
"A proposed framework for agile reverse engineering","https://scispace.com/paper/a-proposed-framework-for-agile-reverse-engineering-1qly6r4wob","2006","","","S. A. Niknam
Q. P. Yang
S. F. Qin","","http://www.wseas.us/e-library/conferences/2006hangzhou/papers/531-816.pdf","Agile manufacturing enables an enterprise to introduce new products rapidly into the competitive markets. Reverse engineering offers tremendous advantages over product development. The paper proposes the combined agile reverse engineering approach for the companies seeking agile manufacturing. The paper will outline a practical framework and characterise the agile reverse engineering and its applications.","In this paper, the combined agile reverse engineering approach for the companies seeking agile manufacturing is presented, and the authors outline a practical framework and characterise the agile reverse-engineering and its applications."
"With the help of a foreign ally: biopharmaceutical innovation in India after TRIPS","https://scispace.com/paper/with-the-help-of-a-foreign-ally-biopharmaceutical-innovation-32cpymcsdc","2014","Journal Article","Health Policy and Planning","Federica Angeli","10.1093/HEAPOL/CZT015","https://scispace.com/pdf/with-the-help-of-a-foreign-ally-biopharmaceutical-innovation-32cpymcsdc.pdf","This article investigates the implications of the Agreement on Trade-Related Aspects of Intellectual Property Rights (TRIPS), which reached full-fledged implementation in 2005, for the patenting activity of Indian biopharmaceutical companies. The Indian biopharmaceutical industry is well-known for its generic producers, whose business models capitalize on the opportunity to reverse-engineer patented compounds and produce them at low costs through process innovation. By strengthening intellectual property rights, TRIPS determined a major regulative change, which presents the characteristics of an institutional shock. The examination of the patenting and alliance activity of 123 Indian biopharmaceutical firms between 1999 and 2009 reveals two important insights. First, the innovation outcome of Indian biopharmaceuticals has sharply increased during the transition to TRIPS-compliant regulation, suggesting that Indian companies have been capable and willing to transit from an imitation-based to an innovation-based business model. Second, those biopharmaceutical firms holding cross-border alliances to foreign partners have proved significantly more successful at enhancing their innovative capability. This research delivers a multifold contribution to the policy debate surrounding the enforcement of TRIPS in emerging economies. First, it suggests that such regulatory change may have encouraged biopharmaceutical innovation in India, despite the sceptical voices who did not foresee any benefits because of inherent inertia of the industry. Second, by arguing and testing the advantages of foreign partnerships, this research highlights that the much feared return of pharmaceutical foreign companies to India could instead favour adaptation to institutional change. Implications for Indian public health are particularly critical. The impact of TRIPS on drug pricing and on the capability--and willingness--of Indian biopharmaceuticals to invest in local health conditions are two crucial points of discussion.","The innovation outcome of Indian biopharmaceuticals has sharply increased during the transition to TRIPS-compliant regulation, suggesting that Indian companies have been capable and willing to transit from an imitation-based to an innovation-based business model."
"Reverse technology transfer: a patent citation analysis of the European chemical and pharmaceutical sectors","https://scispace.com/paper/reverse-technology-transfer-a-patent-citation-analysis-of-4fbiasiopg","2002","Component","MERIT Research Memoranda","Paola Criscuolo","10.26481/UMAMER.2002027","https://scispace.com/pdf/reverse-technology-transfer-a-patent-citation-analysis-of-4fbiasiopg.pdf","One consequence of the internationalisation of R&D, particularly in high-tech sectors such as chemicals and pharmaceuticals, may be the transfer of foreign technology from the multinational to other firms in its home country. This phenomenon, which may be termed inter-firm reverse technology transfer, has not yet been directly analysed by either the international management literature or the literature on foreign direct investment. But its implications for policy – particularly in Europe – may be significant. Drawing on the evolutionary theory of the multinational, and on the concept of embeddedness, this paper is a first attempt at addressing this issue. We test the hypothesis of inter-firm reverse technology transfer by performing a patent citation analysis on a database of USPTO patents applied for by 29 chemical and pharmaceutical companies over the period 1980-99. Our findings suggest that multinationals, especially in the pharmaceutical sector, act as a channel for the transmission of knowledge developed abroad to other home country firms. These results point to an alternative understanding of foreign direct R&D investment and its implications for both the home country’s technological activity, and its competitive performance in general.","In this article, a patent citation analysis on a database of USPTO patents applied for by 29 chemical and pharmaceutical companies over the period 1980-99 has been conducted, which suggests that multinationals especially in the pharmaceutical sector act as a channel for the transmission of knowledge developed abroad to other home country firms."
"Competitive Intelligence and Technology Watch From Patent Information to Leverage Innovation","https://scispace.com/paper/competitive-intelligence-and-technology-watch-from-patent-1s2sh1v09f","2018","Book Chapter","","Sérgio Maravilhas
Sérgio Ricardo Goes Oliveira
Paulo Melo","10.4018/978-1-5225-3012-1.CH014","","Information is an indispensable resource for the functioning and survival of organizations. To compete in the global environment of rapid change, where currently they are located, information is needed to help them innovate and gain competitive advantages in the markets in which they operate. Patent information can provide an increasing competitiveness through the technology transfer that it motivates and proved to be very important economically by encouraging creativity and innovation. It is argued that coherent and effective consultation of the information resulting from research and development activities with industrial application, performing competitive intelligence, and technology watch can leverage innovation and generate competitive advantages in business. The goal of this competitive intelligence and technology watch is to stimulate creativity, leading to new product/process development and the consequent improvement of innovation rates with cost efficiency. Some examples of the use and application of this information resource in different types of industry are presented. Competitive Intelligence and Technology Watch From Patent Information to Leverage Innovation","It is argued that coherent and effective consultation of the information resulting from research and development activities with industrial application, performing competitive intelligence, and technology watch can leverage innovation and generate competitive advantages in business."
"Real option as strategic technology uncertainty reduction mechanism: inter-firm investment strategy by pharmaceuticals","https://scispace.com/paper/real-option-as-strategic-technology-uncertainty-reduction-17ludffkri","2011","Journal Article","Technology Analysis & Strategic Management","Tariq H. Malik","10.1080/09537325.2011.565660","","Whether pharmaceutical firms use the real option (RO) mechanism for strategic technology uncertainty reduction and whether the role of RO decreases when industrial technology progresses from research and development (RD the results indicate that the commercial RO-entry stage appears to be relatively greater than both the R&D entry stage and the clinical trials entry stage. The overall RO-based entry in external technology sourcing appears to be a U-shaped curve along the product life cycle. The article highlights some theoretical and practical implications of th...","The results indicate that the commercial RO-entry stage appears to be relatively greater than both the R&D entry stage and the clinical trials entry stage, and the overall RO-based entry in external technology sourcing appears to been a U-shaped curve along the product life cycle."
"The Impact of Modularity on Intellectual Property and Value Appropriation","https://scispace.com/paper/the-impact-of-modularity-on-intellectual-property-and-value-4f349nc450","2012","Journal Article","Social Science Research Network","Carliss Y. Baldwin
Joachim Henkel","10.2139/SSRN.1971203","https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=1971203","Modularity is a means of partitioning technical knowledge about a product or process. When state-sanctioned intellectual property rights are ineffective or costly to enforce, modularity can be used to hide information and thus protect intellectual property (IP). We investigate the impact of modularity on IP protection by formally modeling three different threats to the value of IP: (1) unauthorized use by known agents; imitation or substitution by third parties; and the withdrawal of IP by agents or third party owners. For each threat, we consider the impact of modularity in the presence or absence of an effective legal system. The models permit us to identify specific strategies for protecting IP and thus capturing value in modular systems. We illustrate each of the major strategies with examples from practice.","In this paper, the authors investigate the impact of modularity on IP protection by formally modeling three different threats to the value of IP: (1) unauthorized use by known agents; imitation or substitution by third parties; and the withdrawal of IP by agents or third party owners."
"Espionnage industriel : protections, outils de gestion et perspectives ?","https://scispace.com/paper/espionnage-industriel-protections-outils-de-gestion-et-3f90wvz1ue","2019","Journal Article","","Oumar Fane
Jimmy Feige","10.3917/QDM.191.0089","","Si les secrets de fabrication des romains etaient convoites par les celtes, et ceux des chinois par les perses (Carlton, 1992), l’espionnage industriel – phenomene ancien (Coskun Samli et Jacobs, 2003) – a relativement peu ete traite par les scientifiques. Or, les entreprises s’exposent a des pertes potentielles en termes de reputation et d’avantages concurrentiels lorsque les secrets commerciaux sont compromis (OCDE, 2014). En l’occurrence, une entreprise sur cinq a ete victime d’au moins une tentative de violation de ses secrets d’affaires ces dix dernieres annees ; et une sur quatre aurait signale un vol d’informations en 2013, contre 18 % en 2012 (Commission europeenne 2013). Apres avoir clarifie le concept d’espionnage industriel en mettant en exergue les travaux effectues, nous ferons un inventaire des outils et methodes de protection contre l’espionnage industriel dans les entreprises. Nous discuterons alors des vides et lacunes releves dans ce domaine de gestion ; et du processus de controle de gestion envisageable a partir des travaux menes par Simons.","In this article, the concept d'espionnage industriel is defined as ""a relativement peu ete traite par les scientifiques"", a concept defined by Coskun Samli et Jacobs, 2003."
"O uso da inteligência competitiva no desenvolvimento de projetos e produtos","https://scispace.com/paper/o-uso-da-inteligencia-competitiva-no-desenvolvimento-de-1y9z1k6mx5","2018","Proceedings Article","International Conference on Information Systems, Technology and Management","Cristiana Fernandes De Mulder
Isabela Lopes Canado
Jefferson Lopes La Falce
Jeferson Gonalves De Oliveira","10.5748/9788599693148-15CONTECSI/PS-5960","","Changes in the consumer market, increased global competition and technological advances require strategically structured organizations with focus on competitiveness. Knowledge management, use of reliable information, external competitors monitoring has been a key factor for the development of products and projects, due to market continuous change and the need to take into account consumers expectations of faster product development with lowest cost and the quality required. Information management, in an intelligent way (competitive intelligence), allows the reduction of uncertainty and strategic decisions anticipation. In this context, this research aimed to analyze how competitive intelligence and knowledge management actions are perceived on the industrial segment product development projects considering managers standpoint. Theoretical validation was performed analyzing the following constructs: knowledge management, information, competitive intelligence and projects and products development, correlating the variables involved through a conceptual model. The research instrument, validated by experts, using the snowball technique, is directed to industrial sector product and project managers. After collecting and processing survey data, the results indicated competitive intelligence practices and described the profile of these managers. The results pointed to three types of manager profiles with different perceptions of the relevance of competitive intelligence and information management for product development. As a major contribution of this work, the academic contribution is highlighted, exploring the theme in order to promote discussions about the state of the art of competitive intelligence, knowledge management and practices of project and product development. Still, a single case study of an industrial product is also proposed in order to validate the data found in this research and the new applications of the proposed model.","In this paper, the authors analyze how competitive intelligence and knowledge management actions are perceived on the industrial segment product development projects considering managers standpoint, and theoretical validation was performed analyzing the following constructs: knowledge management, information, competitive intelligence, and projects and products development, correlating the variables involved through a conceptual model."
"Protecting secret information in software processes and products","https://scispace.com/paper/protecting-secret-information-in-software-processes-and-68qe3nmyn0","2006","Dissertation","","Yuichiro Kanzaki","10.34413/DR.00537","","Recently, many software development processes and products involve secret information, which is valuable or related to system security, such as the cipher keys of a digital rights management system, conditional branch instructions for license checking, and algorithms that are commercially valuable. The goal of this dissertation is to prevent such secret information from being revealed to users. Two cases are considered where secret information is revealed: (1) through work products (e.g., source code, specification) leaked by insiders (developers) who take part in a software development process, and (2) by reverse engineering of software products (i.e., software implementation). First, in order to tackle (1), a method is proposed which is useful for constructing secure (i.e., little risk of leakage by insiders) software development processes. Knowledge about work products in a software process is transferred among developers in a person-to-person manner, and the probability of each developer knowing each product depends on the assignment of developers and the structure of the software process. Based on these facts, the mechanism of knowledge transfer within a software process for evaluating the risk of leaking security-sensitive products by insiders is formulated. ∗ Doctoral Dissertation, Department of Information Systems, Graduate School of Information Science, Nara Institute of Science and Technology, NAIST-IS-DD0361009, February 2, 2006.","The mechanism of knowledge transfer within a software process for evaluating the risk of leaking security-sensitive products by insiders is formulated and a method is proposed which is useful for constructing secure software development processes."
"Gestión de la transferencia de tecnología como fuente de conocimiento para la innovación: un estudio de caso","https://scispace.com/paper/gestion-de-la-transferencia-de-tecnologia-como-fuente-de-3lkhvh25n5","2008","","","Sara J. Ortiz-Cantú
Álvaro R. Pedroza-Zapata","","","Se presenta el caso de una empresa mexicana que en vinculacion con una universidad realizo un analisis de patentes como fuente de inteligencia para la gestion de la adquisicion de tecnologia externa. Se presenta el marco teorico relevante a la transferencia de tecnologia, y el analisis de patentes como herramienta de inteligencia tecnologica.","Amarante et al. as mentioned in this paper present a marco teorico relevante a la transferencia de tecnologia, and el analisis of patentes como herramienta de inteligencia tecnologicica."
"A game theoretic model of drug launch in India.","https://scispace.com/paper/a-game-theoretic-model-of-drug-launch-in-india-3x98h1vvbw","2005","Journal Article","Health Economics, Policy and Law","Saradindu Bhaduri
Amit S. Ray","10.1017/S1744133105001118","","There is a popular belief that drug launch is delayed in developing countries like India because of delayed transfer of technology due to a 'post-launch' imitation threat through weak intellectual property rights (IPR). In fact, this belief has been a major reason for the imposition of the Trade Related Intellectual Property Rights regime under the WTO. This construct undermines the fact that in countries like India, with high reverse engineering capabilities, imitation can occur even before the formal technology transfer, and fails to recognize the first mover advantage in pharmaceutical markets. This paper argues that the first mover advantage is important and will vary across therapeutic areas, especially in developing countries with diverse levels of patient enlightenment and quality awareness. We construct a game theoretic model of incomplete information to examine the delay in drug launch in terms of costs and benefits of first move, assumed to be primarily a function of the therapeutic area of the new drug. Our model shows that drug launch will be delayed only for external (infective/communicable) diseases, while drugs for internal, non-communicable diseases (accounting for the overwhelming majority of new drug discovery) will be launched without delay.","This paper argues that the first mover advantage is important and will vary across therapeutic areas, especially in developing countries with diverse levels of patient enlightenment and quality awareness, and constructs a game theoretic model of incomplete information to examine the delay in drug launch in terms of costs and benefits of first move."
"India's Pharma Challenge","https://scispace.com/paper/india-s-pharma-challenge-3w3gooep5g","2001","","","Ashwin Adarkar
Sankar Krishnan
Sanoke Viswanathan","","","India's drug companies will soon have to compete against global ones--by global rules. The problems and opportunities facing midsize pharmaceutical companies in the developed world are similar to those that will soon face India's leading drug makers. Historically, these Indian companies have concentrated on reverse engineering patented drugs and selling them locally for 8 to 15 percent of what they cost elsewhere. This strategy is unsustainable, for impending regulatory and demographic changes are making the Indian market more similar to global markets, thus forcing Indian companies to compete against global ones according to global rules. Indian companies must either identify arenas in which they can compete successfully with the large multinationals or develop new models of collaboration. Significant changes are expected in the Indian market over the next five years. First, in signing the General Agreement on Tariffs and Trade (GATT), the Indian government agreed to adopt worldwide patent standards by 2005. Despite industry expectations, the impact on prices is likely to be limited, since only drugs patented in the West after January 1995 will receive protection, and they are likely to constitute less than 10 percent of the Indian pharmaceutical market by 2010. The real impact of India's decision to sign the GATT will be the stagnant sales facing Indian drug makers, which cannot reverse engineer and launch molecules patented by multinationals. Second, rising incomes and a growing number of elderly people--sustained by advances in hygiene and medicine--are driving a shift in the market away from sales of vitamins and anti-infective and gastrointestinal treatments and toward sales of treatments for cardiovascular problems, central-nervous-system disorders, and other complex ailments. By 2010, cardiovascular and central-nervous-system treatments, which accounted for only 15 percent of the market in May 1999, are expected to account for 33 percent (exhibit). This increased convergence of multinational product pipelines and the Indian market will inspire multinational pharmaceutical majors, most of which have sat on the sidelines, to renew their interest in India. These market shifts will require Indian players to develop new skills and to form new kinds of partnerships. Since reverse engineering promises little or no growth, Indian drug makers need their own source of patentable products. Although taking on the majors may be difficult, Indian companies could develop their own drugs by focusing on products that would be uneconomical for the multinationals to develop and commercialize: any drug with a sales potential of less than $300 million a year. …","In this paper, the authors argue that India's drug companies will soon have to compete against global ones by global rules, and that Indian companies must either identify arenas in which they can compete successfully with the large multinationals or develop new models of collaboration."
