"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Social Network Analysis of Trade Secrets and Patents as Social Relations","https://scispace.com/paper/social-network-analysis-of-trade-secrets-and-patents-as-59ay4h08ih","2013","Journal Article","Social Science Research Network","David W. Opderbeck","10.2139/SSRN.2214595","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2214595_code343656.pdf?abstractid=2214595&mirid=1&type=2","This paper employs the empirical tools of social network analysis to examine the “property as social relations” approach to intellectual property. Social network analysis seeks to describe and model society and culture based on the connections between agents in a network. A “property as social relations” perspective suggests that property rights emerge out of, and help construct, social relationships. But things become murky when this perspective is applied to basic intellectual property problems. One such problem is the relationship between trade secrets and patents. In trade secret law, the social aspects of information have long been recognized. This intuition is confirmed by social network analysis. In fact, a notion of “social rivalry” permeates trade secret law. In patent law, in contrast, information continues to be viewed almost exclusively as a non-rivalrous economic commodity. Social network analysis demonstrates that the “social” qualities of an innovation are largely stripped away when the innovation moves from the trade secret to the patent domain. It is unclear, however, whether a “property as social relations” approach to patents would achieve the sorts of results its advocates hope would obtain.","In this paper, the authors employ the empirical tools of social network analysis to examine the ""property as social relations"" approach to intellectual property, and demonstrate that the social qualities of an innovation are largely stripped away when the innovation moves from the trade secret to the patent domain."
"An Empirical Analysis of the Effects of Patents and Secrecy on Knowledge Spillovers","https://scispace.com/paper/an-empirical-analysis-of-the-effects-of-patents-and-secrecy-hqd3hxclbg","2006","Journal Article","Social Science Research Network","Tobias Schmidt","10.2139/SSRN.920403","https://scispace.com/pdf/an-empirical-analysis-of-the-effects-of-patents-and-secrecy-hqd3hxclbg.pdf","Theoretical considerations suggest that secrecy reduces spillovers almost completely through non-disclosure, while the disclosure requirement of patents generates some spillover and at the same time allows firms to appropriate knowledge. In this paper we empirically analyze whether protection by secrecy or protection by patents is associated with lower knowledge spillovers. Since the amount of knowledge spillovers is hard to measure directly, we look at the impact of the usage of protection methods in an industry on the innovation activities of firms using external knowledge. One goal is to assess if firms have moved to a more open innovation business model, i.e. allow more knowledge spillovers to occur despite using protection methods. Our estimations show that the usage of both, patents and secrecy, hinders the innovation activities of firms through the reduction of spillovers to firms in their own industry. We conclude that the appropriability effect of patents outweighs the disclosure effect. We also find some evidence that the open innovation business model has not been implemented widely.","In this paper, the authors empirically analyze whether protection by secrecy or protection by patents is associated with lower knowledge spillovers, and conclude that the appropriability effect of patents outweighs the disclosure effect."
"Patent–Secret Mix in Complex Product Firms","https://scispace.com/paper/patent-secret-mix-in-complex-product-firms-2ofchm0gkn","2008","Journal Article","American Law and Economics Review","Elisabetta Ottoz
Franco Cugno","10.1093/ALER/AHN007","https://scispace.com/pdf/patent-secret-mix-in-complex-product-firms-2ofchm0gkn.pdf","Different protection mechanisms may be employed at the same time when an innovation is comprised of separately protectable components. If patents and trade secrets can be mixed in protecting single innovations, a strengthening in patent breadth may induce a lower level of patenting, as innovators are more prone to rely on secrecy.","In this article, the authors show that if patents and trade secrets can be mixed in protecting single innovations, a strengthening in patent breadth may induce a lower level of patenting, as innovators are more prone to rely on secrecy."
"Patent-Secret Mix in Complex Product Firms","https://scispace.com/paper/patent-secret-mix-in-complex-product-firms-1i531zhpnp","2008","Posted Content","Social Science Research Network","Elisabetta Ottoz
Franco Cugno","","","Different protection mechanisms may be employed at the same time when an innovation is comprised of separately protectable components. If patents and trade secrets can be mixed in protecting single innovations, a strengthening in patent breadth may induce a lower level of patenting, as innovators are more prone to rely on secrecy.","In this paper, the authors show that if patents and trade secrets can be mixed in protecting single innovations, a strengthening in patent breadth may induce a lower level of patenting, as innovators are more prone to rely on secrecy."
"Protecting Their Intellectual Assets: Appropriability Conditions and Why U.S. Manufacturing Firms Patent (or Not)","https://scispace.com/paper/protecting-their-intellectual-assets-appropriability-3a5ddvz0x1","2000","Posted Content","National Bureau of Economic Research","Wesley M. Cohen
Richard R. Nelson
John P. Walsh","","","Based on a survey questionnaire administered to 1478 R&D labs in the US manufacturing sector in 1994, we find that firms typically protect the profits due to invention with a range of mechanisms, including patents, secrecy, lead time advantages and the use of complementary marketing and manufacturing capabilities Of these mechanisms, however, patents tend to be the least emphasized by firms in the majority of manufacturing industries, and secrecy and lead time tend to be emphasized most heavily A comparison of our results with the earlier survey findings of Levin et al [1987] suggest that patents may be relied upon somewhat more heavily by larger firms now than in the early 1980s For the protection of product innovations, secrecy now appears to be much more heavily employed across most industries than previously Our results on the motives to patent indicate that firms patent for reasons that often extend beyond directly profiting from a patented innovation through either its commercialization or licensing In addition to the prevention of copying, the most prominent motives for patenting include the prevention of rivals from patenting related inventions (ie, patent blocking'), the use of patents in negotiations and the prevention of suits We find that firms commonly patent for different reasons in discrete' product industries, such as chemicals, versus complex' product industries, such as telecommunications equipment or semiconductors In the former, firms appear to use their patents commonly to block the development of substitutes by rivals, and in the latter, firms are much more likely to use patents to force rivals into negotiations","Based on a survey questionnaire administered to 1478 R&D labs in the US manufacturing sector in 1994, the authors found that firms typically protect the profits due to invention with a range of mechanisms, including patents, secrecy, lead time advantages and the use of complementary marketing and manufacturing capabilities."
"Legal Protection of Trade Secrets: Towards a Codified Regime","https://scispace.com/paper/legal-protection-of-trade-secrets-towards-a-codified-regime-asknnx9t91","2006","","","Abhinav Kumar
Pramit Mohanty
Rashmi Nandakumar","","http://nopr.niscair.res.in/bitstream/123456789/3604/1/JIPR%2011%286%29%20397-408.pdf","Trade secrets protection has acquired increased significance in the present scenario especially in view of the opening up of the world market and enhanced competition worldwide. Moreover, the fact that trade secret protection is increasingly being preferred over patent protection as a method for protecting undisclosed information has added to its significance. This paper sketches the broad outline of the trade secret protection law that exists in India and highlights its inadequacy especially in view of the legal regime existing in other countries such as the US. The paper also focuses on the ambiguity of the common law remedy that is available for infringement of trade secrets which is manifested in the inconsistent line of principles laid down by the courts. It also deals with India’s obligation under TRIPS to legislate on the question of ‘undisclosed information’. The article attempts to underline the need to enforce a codified regime by analysing the law as it exists in various other countries.","In this article, the broad outline of the trade secret protection law that exists in India and highlights its inadequacy especially in view of the legal regime existing in other countries such as the US."
"Data Protection: The New IP Frontier — An Overview of Existing Laws and Regulations:","https://scispace.com/paper/data-protection-the-new-ip-frontier-an-overview-of-existing-1uk7p66rog","2007","Journal Article","Journal of Generic Medicines","Dolores Cullen","10.1057/PALGRAVE.JGM.4950087","","The paper provides an overview of laws and regulations for the protection of data submitted by pharmaceutical companies for the purposes of obtaining marketing approval for a drug in Member States ...","In this article, the authors provide an overview of laws and regulations for the protection of data submitted by pharmaceutical companies for the purposes of obtaining marketing approval for a drug in Member States of Europe."
"Uncorking Trade Secrets: Sparking the Interaction Between Trade Secrecy and Open Biotechnology","https://scispace.com/paper/uncorking-trade-secrets-sparking-the-interaction-between-12cqkpaz6a","2011","Other","","Geertrui Van Overwalle","10.4337/9780857933072.00019","","The exchange of patented inventions and related know-how often takes place through bilateral or cross licenses. Our previous research examined the role of collaborative licensing models in streamlining access and use of patents, specifically in the field in genetics. The present essay examines the potential role of collaborative licensing models in facilitating the transfer of related trade secrets. The central question, around which the essay revolves, is whether the transfer of know-how, incident to a patent, might be accelerated by the use of collaborative licensing strategies. In other words, can collaborative institutions fuel the sharing of trade secrets and reshape them into “open secrets,” thereby fostering the construction of “open biotechnology” projects and infrastructures? This question is explored from a conceptual-theoretical and empirical perspective, rather than from a normative point of view. The present paper will conclude that, in principle, collaborative license mechanisms, in particular patent pools and open source regimes, may facilitate the transfer of know-how complementary to patented inventions, and thus assist in uncorking know-how and fostering “open secrets.” Clearinghouses seem somewhat less fit to assist in the transfer of confidential technical information incidental to patented inventions, but they may be useful for the exchange of confidential business information. In practice, however, knowledge producers have been somewhat reluctant to make use of collaborative licensing models in the life sciences in order to engage in hybrid licensing agreements involving the exchange of both patents and trade secrets. The absence of a personal relation of trust and Europe’s lack of a well established codification of trade secrecy law modeled along the lines of the Uniform Trade Secrets Act (UTSA) may well account for some hesitation about participating in such collaborative rights platforms.","In this paper, the potential role of collaborative licensing models in facilitating the transfer of related trade secrets is examined from a conceptual-theoretical and empirical perspective, rather than from a normative point of view."
"Uncorking Trade Secrets: Sparking the Interaction Between Trade Secrecy and Open Biotechnology","https://scispace.com/paper/uncorking-trade-secrets-sparking-the-interaction-between-51kzeq47xf","2010","Posted Content","Social Science Research Network","Geertrui Van Overwalle","","","The exchange of patented inventions and related know-how often takes place through bilateral or cross licenses. Our previous research examined the role of collaborative licensing models in streamlining access and use of patents, specifically in the field in genetics. The present essay examines the potential role of collaborative licensing models in facilitating the transfer of related trade secrets. The central question, around which the essay revolves, is whether the transfer of know-how, incident to a patent, might be accelerated by the use of collaborative licensing strategies. In other words, can collaborative institutions fuel the sharing of trade secrets and reshape them into “open secrets,” thereby fostering the construction of “open biotechnology” projects and infrastructures? This question is explored from a conceptual-theoretical and empirical perspective, rather than from a normative point of view. The present paper will conclude that, in principle, collaborative license mechanisms, in particular patent pools and open source regimes, may facilitate the transfer of know-how complementary to patented inventions, and thus assist in uncorking know-how and fostering “open secrets.” Clearinghouses seem somewhat less fit to assist in the transfer of confidential technical information incidental to patented inventions, but they may be useful for the exchange of confidential business information. In practice, however, knowledge producers have been somewhat reluctant to make use of collaborative licensing models in the life sciences in order to engage in hybrid licensing agreements involving the exchange of both patents and trade secrets. The absence of a personal relation of trust and Europe’s lack of a well established codification of trade secrecy law modeled along the lines of the Uniform Trade Secrets Act (UTSA) may well account for some hesitation about participating in such collaborative rights platforms.","In this paper, the potential role of collaborative licensing models in facilitating the transfer of related trade secrets is examined from a conceptual-theoretical and empirical perspective, rather than from a normative point of view."
"Manufacturer and Industry Responses to the Counterfeiting Challenge","https://scispace.com/paper/manufacturer-and-industry-responses-to-the-counterfeiting-577p1me0nr","2006","Journal Article","Journal of Pharmacy Practice","Lewis T. Kontnik","10.1177/0897190006292940","","The appearance of counterfeit products in the drug supply chain has created challenges for the health care industry, law enforcement, and especially pharmaceutical and biotech therapeutic drug manufacturers, many of whom did not fully appreciate this threat just 10 years ago. This article summarizes a number of issues faced by manufacturers of branded medicines today and suggests some approaches from a broad biopharmaceuticals point of view that can be used to manage this new threat.","A number of issues faced by manufacturers of branded medicines today are summarized and some approaches from a broad biopharmaceuticals point of view that can be used to manage this new threat are suggested."
"Protecting Know-How and Trade Secrets in Collaborative R&d Relationships","https://scispace.com/paper/protecting-know-how-and-trade-secrets-in-collaborative-r-d-3gyb1gevrb","2006","Journal Article","Research-technology Management","Gene Slowinski
Edward Hummel
Robert J. Kumpf","10.1080/08956308.2006.11657385","","OVERVIEW:Collaborative R&D is growing rapidly, and the need to share proprietary intellectual assets is central to these relationships. Equally important is the need to protect that information from unintended use. Firms use legal as well as non-legal methods to protect their intellectual assets. Legal methods include crafting a series of agreements and linking the agreements to the activities of the collaboration. Non-legal methods include ensuring that employees in both firms understand what information must be shared with the partner, may be shared with the partner and must never be shared with the partner. Training also includes a clear understanding of each firm's rights-to-use the disclosed information.","In this paper, the authors use legal and non-legal methods to protect their intellectual assets from unintended use in collaborative R&D collaborations, including crafting a series of agreements and linking the agreements to the activities of the collaboration."
"Opening the Black Box of Pharmaceutical Patent Value: An Empirical Analysis","https://scispace.com/paper/opening-the-black-box-of-pharmaceutical-patent-value-an-5bepahjo1x","2008","Journal Article","Drug Information Journal","Yuanjia Hu
Ying Bian
Yitao Wang
Yitao Wang","10.1177/009286150804200605","","Patents and patent valuation have raised tremendous concerns from the research-based pharmaceutical industry for a long time Questions about the valuation of drug patent portfolios, the assessment of research and development (R&D) performance or innovation output, and the competitive position of different firms in the industry all tend to revolve around the basic question of phannaceutical patent valuation This article aims to validate the impact of pharmaceutical technology characteristics on patent value and to optimize classic patent valuation methods in the drug field We selected 913 patents in the “Orange Book” of the US Food and Drug Administration as the sample, employed established patent value indicators (EPVI) and pharmaceutical technology’ details indicators (PTDI) as key predictors for pharmaceutical patent value (the value of pharmaceutical patents), and further conducted multiple-variable analysis It was found that PTDI significantly influences pharmaceutical patent value and, more important, enhances the quality of existing valuation methods Moreover, the marginal effect of individual predictors on patent value is quantitatively measured For example, new chemical entities and new dosage forms increase the value by 62% and 60% and orphan drug and pediatric drug classification decrease the value by 7% and 10%, respectively In addition, the potential commercial applications of this method are briefly explored in view of the eady stage, high-efficiency, and low-cost characteristics of all value predictors in this method","In this paper, the impact of pharmaceutical technology characteristics on patent value and to optimize classic patent valuation methods in the drug field was analyzed using the Orange Book of the US Food and Drug Administration (OFDA)."
"Data Exclusivity Strategies Adopted by Innovator Companies","https://scispace.com/paper/data-exclusivity-strategies-adopted-by-innovator-companies-xrnk87xpe61f","2011","Journal Article","","","10.1093/9780199289011.003.0079","","Abstract This chapter explores how regulatory and legal frameworks in Australia, Canada, the US, and Europe influence data protection, patent listing, and market exclusivity strategies used by innovator pharmaceutical companies. Australian law now requires innovators to specifically identify ‘protected information’ within their Therapeutic Goods Administration dossiers. It examines Canadian practices under the Patented Medicines (Notice of Compliance) Regulations, where innovators previously engaged in ‘evergreening’ by repeatedly listing patents through NDS or SNDS filings. The chapter explains that generics must present their full case from the start, since repeating arguments later may be seen as an abuse of process. It covers the use of citizen petitions in the US under 21 CFR § 10.30 and the limitations imposed by FDC Act § 505(q). ","This chapter examines how regulatory frameworks in Australia, Canada, the US, and Europe influence data protection and market exclusivity strategies used by innovator pharmaceutical companies, highlighting differences in patent listing and generics approval processes."
"Los datos de prueba: entre las patentes y el secreto comercial. Perspectivas a partir del análisis económico del derecho en el contexto de procesos de integración comercial","https://scispace.com/paper/los-datos-de-prueba-entre-las-patentes-y-el-secreto-8gbi5qhtiv","2008","Journal Article","Revista Estudios Socio-Jurídicos","Calderón Villegas
Juan Jacobo","","","El regimen de proteccion de los datos de prueba definido en algunos ordenamientos juridicos domesticos e incorporado, asimismo, en los acuerdos de integracion comercial, plantea la cuestion acerca del tipo de derechos que en realidad otorga o deberia otorgar tal regimen. Esta pregunta se asocia con la definicion acerca de si tales datos deben ser amparados por las garantias adscritas al derecho del secreto comercial o por aquellas vinculadas al derecho de patentes. Las normas que en la actualidad disciplinan tal materia sugieren la concurrencia de ambos sistemas de proteccion, y por esa via y desde una perspectiva de analisis economico del derecho puede constatarse que existe una intensa acumulacion de costos posiblemente ineficiente.","The priori, a pregunta se asocia con la definicion acerca de si tales datos deben ser amparados por las garantias adscritas al derecho del secreto comercial o por aquellas vinculadas al de patentes as discussed by the authors."
"Flow Diagram Based Formulation for Protecting Patent and Trade Secret in Information Systems","https://scispace.com/paper/flow-diagram-based-formulation-for-protecting-patent-and-ww62esg0w9","2008","Proceedings Article","International Conference on Internet and Web Applications and Services","Hideyasu Sasaki","10.1109/ICIW.2008.7","","In this paper, we propose a flow diagram based formulation of the conditions on protecting patent and trade secret in information systems by interpreting legal concepts in engineering manner as a reference to researchers and practitioners. First, we propose the condition on patenting the novel combination of prior disclosed computer programs. Second, we propose the condition on proper specification of the parameter setting components as patentable computer programs. Finally, we propose the condition on protecting the numerical parametric values as trade secret in patentable parameter setting components. We also show the case study for its feasibility check of our formulation.","A flow diagram based formulation of the conditions on protecting patent and trade secret in information systems by interpreting legal concepts in engineering manner as a reference to researchers and practitioners is proposed."
"Specificities of patent protection in the pharmaceutical industry: modalities and traits of intellectual property","https://scispace.com/paper/specificities-of-patent-protection-in-the-pharmaceutical-1erpe98h5i","2008","Journal Article","Cadernos De Saude Publica","Anna Haydée Lanzillotti Jannuzzi
Alexandre Guimarães Vasconcellos
Cristina Gomes de Souza","10.1590/S0102-311X2008000600002","https://scispace.com/pdf/specificities-of-patent-protection-in-the-pharmaceutical-1erpe98h5i.pdf","Different forms of protection for inventions in the pharmaceutical industry point to strategies for the perpetuation of patent protection. Based on a literature review showing the specificities of patenting in the industry, the article provides a brief history of drug patents in Brazil, a discussion of patentable and non-patentable inventions, and the modalities and traits of patent protection that aim to extend the temporary monopoly granted under the patent. Such strategies include patents targeting polimorphs and optical isomers of drugs and drug combinations and specific clinical preparations, increasingly present in the drug patent claims filed by pharmaceutical companies. The study's objective is to discuss the specificities of drug patent claims in order to help develop expertise in the area and discuss the impact of expanding the scope of patent protection. In conclusion, while the tendency to expand towards more a permissive protective scope could produce opportunities for Brazilian national inventors, it could also be harmful to a policy for access to medicines.","The study's objective is to discuss the specificities of drug patent claims in order to help develop expertise in the area and discuss the impact of expanding the scope of patent protection."
"Do Innovative Firms Rely on Big Secrets? An Analysis of IP Protection Strategies with the CIS 4 Survey","https://scispace.com/paper/do-innovative-firms-rely-on-big-secrets-an-analysis-of-ip-4mm1n3xvrd","2010","Journal Article","Social Science Research Network","Serge Pajak","10.2139/SSRN.1538980","","We investigate whether secrecy is used to protect small or large innovations using the French part of the 2004 Community Innovation Survey 4, which contains a large section dedicated to the use of IP protection instruments by the surveyed firms. While the patent system's aim is that firms apply to patent their innovations, especially the most important ones, Anton and Yao (2004) argue that large innovation will rather be protected by secrecy because of the legal uncertainty surrounding IP rights. In line with the predictions of their model, our bivariate probit analysis show that, in the intermediate goods industry, the behavior of patenting is reversed compared to the benchmark, i.e. smaller innovations are patented while secrecy is used to protect large ones. For very innovative small firms, the share of innovative sales in total sales has a negative effect on patent application. Our findings support the view that many innovative firms regard patent-filing as, in fact, no more secure than secrecy, which therefore limits the diffusion of knowledge.","In this article, the authors investigate whether secrecy is used to protect small or large innovations using the French part of the 2004 Community Innovation Survey 4, which contains a large section dedicated to the use of IP protection instruments by the surveyed firms."
"Proprietary Information","https://scispace.com/paper/proprietary-information-z34gb1fkzuj1","","","","John J. Fay","10.1016/b978-0-12-817273-5.00043-0","","This chapter discusses proprietary information, including the definition of the term and how it relates to trade secrets, patents, trademarks, and copyrights. Data protection is also discussed.","This chapter explores proprietary information, its definition, and relationships with trade secrets, patents, trademarks, and copyrights, with a focus on data protection and its implications for intellectual property management and security."
"Managing Knowledge Distribution to Prevent Product Imitation and Counterfeiting","https://scispace.com/paper/managing-knowledge-distribution-to-prevent-product-imitation-2dhd71mz2t","2012","Journal Article","International Journal of Intelligent Information Technologies","Norbert Gronau
Gergana Vladova
Julian Bahrs","10.4018/JIIT.2012040102","","Product piracy poses an existential threat to many companies. Juristic property rights, which are currently dominantly discussed, do not suffice to combat this threat. The rise in cases of piracy and increasing professionalism of the counterfeiter, give ground for effective prevention methods. Based on gaps of existing approaches, the authors evaluate how knowledge modeling could design preventive measures. They develop a new approach which makes information and knowledge leaks transparent, analyzable, and controllable. The approach is based on interactions and transfers of information and knowledge between departments of a company with internal and external business partners. For this purpose, a modeling process for knowledge-intensive business interactions is used and modified. Choosing dynamic assessment questions establishes the level of risk of information and knowledge on piracy and prioritizes company specific measures. In addition, the procedure reappraises companies' existing modes of prevention. Based on this analysis, the method helps to develop and rank measures to hinder the theft of information by pirates. The approach fills the gap in known concepts of protection, which are used only after a case of piracy has taken place. The approach also adds a new perspective in knowledge management.","In this paper, the authors developed a new approach which makes information and knowledge leaks transparent, analyzable, and controllable, which is based on interactions and transfers of information between departments of a company with internal and external business partners."
"Protection of Know-How and Legal Management for Hi-Tech Enterprises in China","https://scispace.com/paper/protection-of-know-how-and-legal-management-for-hi-tech-jhb574bxz76z","","","","LI Shi-jian
James Fowler","10.3969/j.issn.1006-6047.2006.12.026","","Considering the legal system as it stands in China, protection of business know-how or hitech proprietary knowledge is primarily based on proactive measures adopted by the owner.Unless steps are taken to preserve know-how in the Chinese business world ,the owner of this specialized knowledge is regretfully left without effective legal recourse. This note introduces theories and regulations concomitant to the protection of know-how in China for local and U.S. firms. Using a number of legal frameworks as a backdrop, this paper analyzes the unique characteristics of know-how protection in China,and further proposes the establishment of legal management systems in hitech enterprises operating there. This paper advices to set up a perfect legal management system,including:formulating and effectively executing a company know-how protection policy;signing a trade secret security contract;providing contractual incentives;clearly defining employee confidentiality responsibilities through trade secret security clauses in labor contracts;and paying attention to physical security matters.","This paper examines the protection of know-how in China, highlighting the need for proactive measures and proposes a legal management system for hi-tech enterprises, including policy formulation, contractual incentives, and physical security measures."
"Is the European R&D Equally Protected from Espionage as Is the US R&D? A Note","https://scispace.com/paper/is-the-european-r-d-equally-protected-from-espionage-as-is-1402fqcelq","2005","Posted Content","","Guido Cozzi
Angelo Pietrosanti","","","Despite the huge economic value of the innovations, in European countries the yet unpatented results of the R&D activity can be stolen with little risk of criminal sanctions. By considering the anti-industrial espionage legislation in Europe, it turns out that no country has a law comparable to the US Economic Espionage Act. Moreover, the degree of protection of R&D from spies is very heterogeneous within the EU itself. This suggests a serious potential weakness of the European environment for ambitious R&D projects.","In this article, the authors consider the anti-industrial espionage legislation in Europe, and find that no country has a law comparable to the US Economic Espionage Act, and the degree of protection of R&D from spies is very heterogeneous within the EU itself."
"Trade Secrets Laws and Inventory Efficiency: Empirical Evidence from U.S. Manufacturing","https://scispace.com/paper/trade-secrets-laws-and-inventory-efficiency-empirical-jf3uag09lr","2012","Journal Article","Social Science Research Network","Jie Gong
Ivan P. L. Png","10.2139/SSRN.2102304","","Here, we investigate the impact of differences over time and across states in the law of trade secrets on the efficiency of production in manufacturing, as represented by inventories. We find that stronger trade secrets protection was associated with lower inventories: a one standard deviation increase in the index of trade secrets law was associated with inventories being 1.6% lower. Consistent with economies of scale in inventories, the effect of trade secrets protection was increasing in company size, as measured by sales.","This article investigated the impact of differences over time and across states in the law of trade secrets on the efficiency of production in manufacturing, as represented by inventories, and found that stronger trade secrets protection was associated with lower inventories."
"Empirical methods in trade secret research","https://scispace.com/paper/empirical-methods-in-trade-secret-research-593bqjukwc","2019","Book Chapter","Social Science Research Network","Michael Risch","10.4337/9781789903997.00076","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2884956_code582820.pdf?abstractid=2658685&mirid=1","This book chapter surveys a variety of methods in conducting empirical trade secret research. It discusses data sources, study types and methods, and challenges unique to trade secrecy with respect to four different considerations: innovation incentives, tradeoffs with other IP, the ""cost minimization"" theory of trade secrets, and litigation behavior.The chapter also includes a comprehensive bibliography of every empirical trade secret study we could locate, organized by subject. Many of the papers and their findings are discussed in the book chapter as aids for those developing their own research along similar paths.","A survey of empirical trade secret research can be found in this paper, where the authors discuss data sources, study types and methods, and challenges unique to trade secrecy with respect to four different considerations: innovation incentives, tradeoffs with other IP, the ""cost minimization"" theory of trade secrets, and litigation behavior."
"Law and Innovation: Evidence from State Trade Secrets Laws","https://scispace.com/paper/law-and-innovation-evidence-from-state-trade-secrets-laws-1dz49v7lmj","2012","Journal Article","Social Science Research Network","Ivan P. L. Png","10.2139/SSRN.1755284","https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID2091017_code142709.pdf?abstractid=1755284&mirid=1&type=2","Here, I study the effect of trade secrets laws on R&D and patenting. Stronger secrecy protection could increase or reduce R&D. By reducing spillovers, stronger protection might reduce or raise the return to R&D, depending on whether spillover and own R&D are complements or substitutes. By strengthening appropriability, stronger protection would raise the return to R&D. Empirically, I find a nuanced relation between changes in trade secrets law and R&D among U.S. manufacturers between 1976 and 2006. The relation increased with company size, as measured by sales revenue, and was present among high-tech companies, but not among low-tech companies. The increase in trade secrets protection in California between 1978-84 and 1990-98 was, for the average company in the respective industry, associated with 4.9% less R&D in industrial inorganic chemicals (SIC 2810), a low technology industry, and 14.8% more R&D in pharmaceuticals (SIC 2834), a high technology industry. Further, I find that stronger trade secrets law was associated with reduced patenting, suggesting that trade secrets and patents served as substitutes.","In this article, the effect of trade secrets laws on R&D and patenting was studied and it was found that stronger trade secrets law was associated with reduced patenting, suggesting that trade secrets and patents served as substitutes."
"Identifying and Protecting Employers' Interests in Trade Secrets and Proprietary Information: Every Company Has Something That It Hopes Will Give It an Edge over the Competition, and It's Wise to Protect This as a Trade Secret","https://scispace.com/paper/identifying-and-protecting-employers-interests-in-trade-5gsl8hqbxo","2001","Journal Article","Defense Counsel Journal","William G. Porter
Michael C. Griffaton","","","Every company has something that it hopes will give it an edge over the competition, and it's wise to protect this as a trade secret TO BE successful, companies must distinguish themselves in a marketplace saturated with consumer products and services. To do so, they must cultivate and maintain a client base and recruit, train and retain a skilled work force. They must do all this while keeping their trade secrets and proprietary information from their competitors-which isn't easy. Trade secret misappropriation is estimated to cost American companies more than $100 billion annually.1 Today's work force is increasingly transient. When coupled with the ease of electronically storing, copying and transmitting information, the fact that a company's most valuable and skilled employees are also the most mobile presents companies with a Catch-22. How does it provide employees with trade secrets and proprietary information to facilitate their work and the company's success, while at the same time protecting itself against the possibility that employees eventually may work for a competitor or start their own competing business? IDENTIFYING TRADE SECRETS In all American jurisdictions trade secrets are protectable through either statutory or common law. Forty states and the District of Columbia have adopted the Uniform Trade Secrets Act (UTSA). Two states (Massachusetts and Alabama) have separate statutes affording protection, and eight states protect trade secrets under common law (Michigan, Missouri, New Jersey, New York, Pennsylvania, Tennessee, Texas and Wyoming). Many states that have not adopted the UTSA rely on the definition of ""trade secret"" in the Restatement (Second) of the Law of Torts. A. Defining ""Trade Secrets"" Courts and writers have commented on the difficulty of defining ""trade secrets."" As the Fifth Circuit remarked, what precisely constitutes a ""trade secret"" is ""one of the most elusive and difficult concepts in law to define.""2 A commentator states, ""Almost any subject matter may be claimed to be a trade secret. But what will be protected as such, and when and against whom such protection will be granted, are questions that cannot be answered with such certainty.""3 Even the venerable Restatement itself agrees with this assessment in Section 757, comment b: ""An exact definition of a trade secret is not possible."" 1. Common Law Jurisdictions that have not enacted some form of the UTSA generally look to the Restatement's definition in Section 757: Any formula, pattern device, or compilation of information which is used in one's business, and which gives him an opportunity to obtain an advantage over competitors who do not know or use it. It may be a formula for a chemical compound, a process of manufacturing, treating or preserving materials, a pattern for a machine or other device, or a list of customers.... A trade secret is a process or device for continuous use in the operation of the business. 2. Uniform Trade Secrets Act Before adopting the UTSA, a state's courts may have used the Restatement definition, and even after adoption courts also may look to the cases decided under the common law in determining whether trade secret protection exists. Under the UTSA, ""trade secret"" means: information, including the whole or any portion or phase of any scientific or technical information, design, process, procedure, formula, pattern, compilation, program, device, method, technique or improvement, or any business information or plans, financial information, or listing of names, addresses, or telephone numbers, that satisfies both the following: (1) It derives independent economic value, actual or potential, from not being generally known to, and not being readily ascertainable by proper means by, other persons who can obtain economic value from its disclosure or use. (2) It is the subject of efforts that are reasonable under the circumstances to maintain its secrecy. …","In all American jurisdictions trade secrets are protectable through either statutory or common law as discussed by the authors, and most states have adopted the Uniform Trade Secret Act (UTSA) to protect trade secrets."
"Trade Secrets in Life Science and Pharmaceutical Companies","https://scispace.com/paper/trade-secrets-in-life-science-and-pharmaceutical-companies-57qaofmcbe","2015","Journal Article","Cold Spring Harbor Perspectives in Medicine","Tara Nealey
Ronald M Daignault
Yu Cai","10.1101/CSHPERSPECT.A020982","http://perspectivesinmedicine.cshlp.org/content/5/4/a020982.full.pdf","Trade secret protection arises under state common law and state statutes. In general, a trade secret is information that is not generally known to the public and is maintained as a secret, and it provides a competitive advantage or economic benefit to the trade secret holder. Trade secrets can be worth tens or hundreds of millions of dollars, and damage awards in trade secret litigation have been high; often, there is a lot at stake. Obtaining a trade secret through ""improper means"" is misappropriation. If the alleged trade secret, however, was developed independently, known publicly, or not maintained as a secret, then those defenses may successfully overcome a claim for trade secret misappropriation. With today's interconnectedness in the biotechnology and pharmaceutical fields, more collaborations, joint ventures, and outsourcing arrangements among firms, and increased mobility of employees' careers, life science companies need to not only understand how to protect their trade secrets, but also know how to defend against a claim for trade secret theft.","With today's interconnectedness in the biotechnology and pharmaceutical fields, more collaborations, joint ventures, and outsourcing arrangements among firms, and increased mobility of employees' careers, life science companies need to not only understand how to protect their trade secrets, but also defend against a claim for trade secret theft."
