"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Dynamic Patent Portfolio Management","https://scispace.com/paper/dynamic-patent-portfolio-management-3jr2006t0x","2017","Journal Article","Social Science Research Network","Qian Qi","10.2139/SSRN.3073000","","I propose a tractable model integrating dynamic internal capital allocation with imperfect patent protection, thereby endogenizing patent war as well as financing constraints. I emphasize the central importance of capital intangibility for corporate decisions when intangibles are insecure. The main results are: (1) relative to the first- best, imperfect patent protection introduces the non-diversifiable patent risk as a new factor for internal capital misallocation; (2) the firm manages patent risk via patent portfolio management, litigation, and patent insurance; (3) the endogenous capital reallocation can diminish the impact of the imperfect patent protection; (4) firms on the verge of liquidation tend to use patent litigation to alleviate financial distress; (5) endogenous technology choice play an important rule in patent portfolio management, and (6) imperfect patent protection creates the wedge between average q and marginal q, yet this wedge will be diminished when the firm’s intangibility is high. Remarkably, this paper extends the Modern Portfolio Theory to the real investment case.","In this article, a tractable model integrating dynamic internal capital allocation with imperfect patent protection is proposed, which endogenizes patent war as well as financing constraints, emphasizing the central importance of capital intangibility for corporate decisions when intangibles are insecure."
"Strategisches IP-Management im Unternehmen unter Berücksichtigung rechtlicher Rahmenbedingungen","https://scispace.com/paper/strategisches-ip-management-im-unternehmen-unter-2hni5b4sjc","2012","Book","","Marlies Rauschenbach","","https://www.econstor.eu/bitstream/10419/68481/1/727149873.pdf","Gegenstand dieser Bachelorarbeit sind die verschiedenen Strategien im Umgang mit dem geistigen Eigentum eines Unternehmens. Dazu werden die Auspragungen des geistigen Eigentums, dessen Bedeutung bei der Umsetzung strategischer Uberlegungen sowie die rechtlichen Hintergrunde aufgefuhrt. Der Ausgangspunkt in Bezug auf die strategische Planung liegt bei dem wettbewerbsorientierten Positionierungsansatz, nach dem die Strategie an eine Differenzierung, Kostenfuhrerschaft oder Spezialisierung ausgerichtet ist. Es wird gezeigt, welchen Einfluss diese Ausgangssituation auf das IP-Management hat. Von besonderer Bedeutung ist die Annahme, dass der Erfolg be-triebswirtschaftlicher Uberlegungen masgeblich von der rechtskonformen Umsetzung gepragt ist. Daher wurden diese konsequent in das relevante Rechtsgebiet eingebettet. Dem Kernstuck der Arbeit liegt der Ansatz zugrunde, dass Strategien eine wichtige Voraussetzung fur den langfristigen Erfolg eines Unternehmens bilden und dieser von immateriellen Vermogenswerten masgeblich beeinflusst wird. Eine wichtige Funktion erfullen in diesem Zusammenhang gewerbliche Schutzrechte, mit deren Hilfe neue Markte erschlossen und Nachahmungen abgewehrt werden konnen. Der Schwerpunkt der Arbeit liegt auf Patenten und Gebrauchsmustern, da diese vorzugsweise zur Sicherung wissensbasierter Wettbewerbsvorteile zur Anwendung kommen und strategi-schen Analysen dienen. Als Handlungsalternative zum Schutz von Know-how wird ausfuhrlich auf die Geheimhaltung eingegangen. Die Lizenzierung und der Verkauf sind zwei bedeutende Auspragungen einer Verwertungsstrategie. Letztlich besteht auch die Moglichkeit, Erkenntnisse gezielt zu veroffentlichen. Damit entfallt die Gefahr einer Patentanmeldung durch den Wettbewerb, da die Erkenntnisse zum Stand Technik werden. Da die verschiedenen Handlungsoptionen derart unterschiedlich sind, sollten sie schlussig zur Unternehmensstrategie sein. Weiterhin ist bei der Strategiewahl von Bedeutung, dass diese aufeinander abgestimmt sein und stetig weiterverfolgt werden. Methodisch wird auf verschiedene Portfolio-Analysen zuruckgegriffen und vereinfachte Handlungsempfehlungen generiert. Im Ergebnis ist es erst durch spezielle Kenntnisse uber die Erscheinungsformen von geistigem Eigentum moglich, dieses im Unternehmen aufzudecken und damit von dessen Wert zu profitieren. Es zeigt sich, wie ein planvoller Umgang mit geistigem Eigentum zu dem langfristigen Erfolg eines Unternehmens beitragt.","In this article, a Bachelor-arbeit is presented, in which the authors evaluate the applicability of different handlungsalternative strategies in terms of their applicability in the context of IP-management."
"Modelo e Ferramenta de Gestão Estratégica da Propriedade Intelectual: Estudo de Caso e Aplicação em uma Empresa de Saneamento","https://scispace.com/paper/modelo-e-ferramenta-de-gestao-estrategica-da-propriedade-eeilz7m06l","2016","Journal Article","","José Luiz Pereira Brittes
Sergio Salles-Filho
Mariana Savedra Pfitzner","10.18391/REQ.V17I2.3079","http://revista.uepb.edu.br/index.php/qualitas/article/download/3079/pdf","A gestao dos ativos intangiveis, principalmente das criacoes intelectuais, e pre-requisito para empresas que competem na economia do conhecimento. O objetivo deste manuscrito e apresentar uma proposta de modelo de gestao estrategica de Propriedade Intelectual (PI) associado a uma ferramenta computacional de apoio a decisao denominada SmartIP . O modelo de gestao de PI abarca a pratica de inteligencia tecnologica, a estrategia de protecao das criacoes intelectuais, a gestao de portfolio de ativos intangiveis e sua valoracao. Neste contexto, a SmartIP da suporte a organizacao ao fornecer recomendacao sobre a protecao das criacoes e a gestao de portfolio para cada tipo de protecao, incluindo patentes, modelos de utilidade, programas de computador e desenhos industriais. A ferramenta fundamenta-se em conceitos teoricos tais como ativos complementares, regimes de apropriacao, gestao de portfolio, racionalidade limitada ou procedural, busca e selecao e incerteza radical em eventos inovadores.","A modelo de gestao de PI abarca a pratica de inteligencia tecnologica, a estrategia de protecao das criacoes intelectuais, a gestao of portfolio de ativos intangiveis e sua valoracao, including patentes, modelos de utilidade, programas de computador e desenhos industriais as mentioned in this paper."
"The management and security of trade secrets: an exploratory study","https://scispace.com/paper/the-management-and-security-of-trade-secrets-an-exploratory-14mcb3xa9t","2009","Journal Article","International Journal of Intellectual Property Management","D. Richard Stead
Adam R. Cross","10.1504/IJIPM.2009.024405","","Trade secrets differ from intellectual property such as patents, trademarks and industrial designs in that, for the latter to receive legal protection, they must be placed in the public domain. By contrast, trade secrets are not disclosed but receive legal protection by virtue of the steps taken to keep them secret. This exploratory study seeks to provide a foundation for a general understanding of the nature and governance of trade secrets and their role in management practice. Propositions are developed and tested on their nature, location within the firm and the mechanisms that operate to keep them secure from betrayal to competitors.","In this paper, an exploratory study seeks to provide a foundation for a general understanding of the nature and governance of trade secrets and their role in management practice, and propose proposals are developed and tested on their nature, location within the firm and mechanisms that operate to keep them secure from betrayal to competitors."
"A Case Study of Trade Secret Legal Risk Management","https://scispace.com/paper/a-case-study-of-trade-secret-legal-risk-management-3yrysebyx2","2020","Proceedings Article","","Xing Yuxia","10.2991/ASSEHR.K.200727.123","https://scispace.com/pdf/a-case-study-of-trade-secret-legal-risk-management-3yrysebyx2.pdf","According to the ""Special 301 Report"" of the United States, ZTE incident was caused by violations of US sanctions against Iran and allegedly stealing US trade secrets, highlighting the importance of legal and compliance risk management of Chinese trade secrets. The ""Special 301 Report"" has a special discussion on the issue of trade secrets, and has certain reference value for the management and protection of Chinese trade secrets at the legal and political risk. On the basis of rationally seeing the ""Special 301 Report"", raising the protection of trade secrets to a strategic level of national security, China should adhere to China's attitude and do a good job in the ""three-in-one"" trial procedure as the core of China's socialist political characteristics of trade secrets and compliance management work for Chinese companies. The legal risk of trade secrets in international trade would be well controlled.","According to the ""Special 301 Report"" of the United States, ZTE incident was caused by violations of US sanctions against Iran and allegedly stealing US trade secrets, highlighting the importance of legal and compliance risk management of Chinese trade secrets as mentioned in this paper."
"CanŽt block, must run: Small firms and appropriality","https://scispace.com/paper/canzt-block-must-run-small-firms-and-appropriality-2eb8i5j6q8","2006","Posted Content","Research Papers in Economics","Justin P. Byma
Aija Leiponen","","","This empirical study examines small firms strategies towards appropriating the returns to their investments in innovation and finds that they are qualitatively different from those found in earlier studies of more generally representative samples of firms. First, few of the smallest firms appear to benefit from patenting. Even within this sample of small firms, only the largest firms were likely to identify patents as the most important method of appropriating innovation returns. Thus, the strategic choice for most small firms is between secrecy and speed to market. The smallest firms and those in low technology or complex product industries tend to prefer speed, while small investments in R&D, discrete product technologies, and affiliation with higher tech-nology industries explain preference for trade secrets. These results raise policy questions regarding the functioning of the existing systems of intellectual property rights when key policy goals include innovation by and growth of small firms. Furthermore, innovation policies that mandate collaboration are likely to significantly influence firms appropriability strategies.","In this paper, the authors examine small firms strategies towards appropriating the returns to their investments in innovation and find that they are qualitatively different from those found in earlier studies of more generally representative samples of firms."
"Law and Innovation: Evidence from the Uniform Trade Secrets Act","https://scispace.com/paper/law-and-innovation-evidence-from-the-uniform-trade-secrets-50mk7xpiji","2011","","","Qiu-hong Wang
Sampsa Samila
Myles Shaver
Sendil Ethiraj
Kai-lung Hui
Ke-wei Huang
Richard Lai
Jim Pooley
Emek Basker
Suresh Kotha
Linxi Chang
Xueji Liang
Oon Pei Gan
Shi Yuan","","","Most research and policy on protecting innovation focus on patents. Yet, almost all technology managers report secrecy to be more important than patents. Here, I show theoretically that stronger secrecy laws could increase or reduce R&D. By reducing spillovers, secrecy laws might reduce or raise the return to R&D, depending on whether spillover and own R&D are complements or substitutes. By strengthening appropriability, secrecy laws would raise the return to R&D. Empirically, I nd that, among U.S. manufacturers between 1976 and 2006, the Uniform Trade Secrets Act (UTSA) was associated with an average 5:2% ( 2:5%) reduction in R&D. This negative eect suggests that, on average, own and spillover R&D are complements. The impact of the UTSA was quite nuanced, being significant among low-tech companies, but not signicant among high-tech companies. Further, I show theoretically that stronger secrecy laws could increase or reduce patenting depending on their relative impact on the exclusivity of the patentable innovation vis-a-vis complementary know-how. Empirically, the UTSA was associated with reduced patenting in industries where patents are relatively eective in protecting process innovations.","In this article, the authors show that the Uniform Trade Secrets Act (UTSA) was associated with an average 5:2% (2:5%) reduction in R&D."
"Intellectual Property Management","https://scispace.com/paper/intellectual-property-management-ji7r55py1uaz","2025","Journal Article","","Mustafa Kayyali","10.4018/979-8-3373-6955-6.ch004","","In a competitive and innovation-driven economy, intellectual property (IP) has emerged as one of the most critical strategic assets for businesses. This chapter explores the role of IP management in safeguarding innovations and protecting brand identity, positioning it as a cornerstone of sustainable business development. It examines the different forms of IP—patents, trademarks, copyrights, trade secrets—and analyzes their relevance in securing competitive advantages and enabling market differentiation. The chapter also discusses the integration of IP management into broader business strategies, emphasizing its importance for risk mitigation, investment protection, and long-term value creation. Special attention is given to the challenges of IP protection in a global and increasingly digital environment, as well as the need for proactive, adaptive, and ethical approaches to IP governance. Ultimately, the chapter underscores how robust IP management enhances brand resilience, making it essential for businesses aiming to achieve sustainable growth. ","This chapter explores the critical role of intellectual property management in safeguarding innovations, protecting brand identity, and securing competitive advantages through patents, trademarks, copyrights, and trade secrets, emphasizing its importance for sustainable business development and risk mitigation."
"Intellectual Property Rights: A Cornerstone of Business Success in the Modern Economy","https://scispace.com/paper/intellectual-property-rights-a-cornerstone-of-business-tfbwjr6ta39u","2025","Repository","","","10.5281/zenodo.15301153","","&lt;p&gt;&lt;strong&gt;&lt;span&gt;Abstract:&lt;/span&gt;&lt;/strong&gt;&lt;/p&gt; &lt;p&gt;&lt;span&gt;IPRs, or intellectual property rights, have become essential tools for companies negotiating the intricacies of the modern global economy. This essay examines the many facets of intellectual property rights (IPR) and how they help companies innovate, gain a competitive edge, and boost economic growth. It explores the several types of intellectual property rights (IPR), such as trade secrets, copyrights, patents, and trademarks, and examines the strategic ramifications for companies in a range of industries. The article also discusses the difficulties caused by IPR infringement and how IPR management is changing in the digital era. This study emphasises how crucial a strong IPR strategy is for long-term company performance by synthesising academic frameworks and real-world examples.&lt;/span&gt;&lt;/p&gt; ",""
"Trade Secret Protection and Firm Acquisitions: Evidence from the Uniform Trade Secrets Act","https://scispace.com/paper/trade-secret-protection-and-firm-acquisitions-evidence-from-1dq33907","2022","Journal Article","","","10.5465/ambpp.2022.13850abstract","","Strategic factor markets allow firms to access knowledge and technology, yet their institutional underpinnings and the effect of changes in the institutional framework on firm behavior are poorly understood. We address a change in institutions regarding the strength of trade secret protection, more specifically the staggered implementation of the Uniform Trade Secrets Act (UTSA) in the U.S. We show that stronger trade secret protection increases the likelihood of firms to engage on the market for corporate control, a consequence unintended by the UTSA. We identify two mechanisms. First, the UTSA limits knowledge outflows through employee mobility which makes knowledge-intensive firms more attractive acquisition targets. Second, stronger trade secret protection grants acquiring firms better protection of the acquired knowledge and technology. ","In this paper , the authors show that stronger trade secret protection increases the likelihood of firms to engage on the market for corporate control, a consequence unintended by the Uniform Trade Secrets Act (UTSA)."
"From assets to profits : competing for IP value & return","https://scispace.com/paper/from-assets-to-profits-competing-for-ip-value-return-w079hrdt8t","2009","Book","","Bruce M. Berman","","","Acknowledgments. Introduction. Chapter 1. Out Of Alignment-Getting IP And Business Strategies Back In Synch (Dan Mccurdy). Perspective. The Emergence Of Patent Trolls, And Their Impact On IP Licensing. In A Changing IP And Business Environment, What Is The Correct IP Strategy? The Need To Tie Intellectual Property Strategy To Overall Business Strategy. Using The Company's Intellectual Property To Improve Business Performance. Not Magic - Just Hard Work. Chapter 2. The Evolution Of The Technology Firm, IP Rights, And The Business Of Licensing (Bryan P. Lord). Perspective. Introduction. The Past: The Integrated Industrial Economy. The Nature Of The Technology Firm. The Role Of Intellectual Property. A Precursor To The Business Of Licensing. The Present: The Disaggregated Modern Economy. Transition From Industrial To Modern Economy. The Nature Of The Technology Firm. The Role Of Intellectual Property. The Business Of Licensing. The Future? The Interrelated ""Open"" Economy. Transition From Modern To ""Open"" Economy. The Nature Of The Technology Firm. The Role Of Intellectual Property. Implications For The Business Of Licensing. Conclusion. Chapter 3. Strategy Before Tactics: Re-Engineering The IP Ecosystem (Kevin Rivette). Perspective. Ecosystem Reengineering-What Is It? Profit Pool Positioning: ""Show Me The Money"". Advantaged Networks: ""Who Do I Want To Play With?"" Collaborative Innovation: ""How To Avoid Looking Over Your R&D Shoulder"". Chapter 4. IP Investing: Catalyst For Return Or Recipe For Pain (Bruce Berman). Perspective. Many Shapes And Sizes. Few Rights Are Assets. Who Are IP Investors? The True Value Of IP. Where Is IP Investing Headed? Chapter 5. Making Sense Of Recent Court Decisions and U.S. Patent Reform (Irving Rappapport and Bruce Berman). Perspective. Patent Competition (What Is It? How Has It Changed? What Does It Mean For Business & Innovation?). What Is Patent Competition? How Has Patent Competition Changed? ""Dark Pools"" Of Competitive Information. What Patent Competition Means For Business And Innovation. The Myths Fostered By Those Claiming The Patent System Needs Drastic Change. Emerging New IP-Based Business Models. Patent Search, Software And Analytic Services. Buying And Selling Patents. Licensing Patents. Litigation Finance And Investment Firms. IP Financial Firms. Developing, Patenting And Enforcing Inventions (Dpeis). IP Acquisition Aggregators. Recent Supreme Court Decisions' Impact On Business. Patent Reform Legislation. Patent Office Streamlining Initiatives. Conclusions. Chapter 6. Patent Valuation Methods And Contexts: Navigating Dangerous Waters (James E. Woods, Phd). Perspective. Valuation Techniques. Quantifying Value. Approaches To Valuation. Synthesizing And Reconciling Values Derived From Alternative Approaches. Other Patent Valuation Methods. Sources Of Value. Analytical Framework. Use Of The Patented Technology. License Patent Rights. Strategically Restrict Competitors. Other Sources. Practical Application. Chapter 7. Measuring And Conveying IP Value In The Global Enterprise (Joe Beyers). Perspective. Introduction. Strategic Intent Of IP - Products/Services Only Or More? Setting The Structure For Success - Sounds Good But How Do You Get Everyone On Board? Leveraging IP For Increased Value -- But What Kind Of Value? IP Cash/Value - Who Gets The Benefit? Revenue Recognition - So You Get The Cash, But Can You Count It? Specific Business Models- So What Are Reasonable Financial Goals? Tradeoffs - So You Set The Goals, But Do You Always Want To Let Them Be Successful? Summary. Chapter 8. More Valuable Than Cash: Strategic Patents AND Return On Investment (Willy Shih). Perspective. Valuing A Patent Versus Valuing A Technology. Categorizing Patent Valuation. Protecting A Franchise By Excluding Others: Broad Scope, Sharp Delineation. Protecting A Franchise By Excluding Others: Broad Scope, High Cumulativeness, First-Mover Advantage. The Importance Of Time: Patent Lifetime And The Development Of Substitutes. Strategic Use Of Patent Portfolios. Attacking A Competitor Or Imposing A Structural Cost Differential. Warding Off Attacks. Is The Conduct Of R&D Solely For The Purpose Of Generating Patents A Sustainable Business Model? Thinking Strategically About Patents. Keep The Portfolio Current With Business Needs. Maximize Coverage Of Key Detectable Art. Supplement With Strategic Purchases. Incorporate Patents Into Standards. Be Willing To Litigate. Many Firms Decrease Their IP Asset Leverage By Making A Short Term Cost Benefit Trade-Off: Avoiding ""Drug Addiction"". How Does A Firm Know If Its Patent Strategy Is Successful? Chapter 9. The Changing Economics Of Patent Litigation: Assessing Risk & Return (Ronald J. Schutz). Perspective. The Rules Of The Game Have Changed. The Rules Of The Game May Change More. The Risk/Reward Analysis. Patent Litigation Is Expensive. The Risk/Reward Analysis From The Patent Owner's Perspective. The Risk/Reward Analysis From The Alleged Infringer's Perspective. Other Factors That All Parties Need To Consider. A Report From The Trenches. Conclusion. Chapter 10. Making Reputation Pay: How Intellectual Assets Influence Shareholder Value (Jonathan Low). Perspective. Chapter 11. IP Asset Sales: A Work In Progress (James E. Malackowski). Perspective. A Tradition Of Patent Licensing. Transition To Patent Sale And Emergence Of New Marketplaces. Online Listing Services. Live Multi-Lot Live Auctions. IP Exchange. IP Assets: Tomorrow's Currency. Market Momentum. New Market Participants. Conclusion. Chapter 12. The Evolving Role Of IP In M&A: From Deal-Breaker To Deal-Maker (Ron Laurie). Perspective. First Generation M&A Mindset: The Traditional Role Of IP As A Deal Breaker. Second Generation M&A Mindset - Seeing IP As A Deal Driver. The Role Of The CIPO In Early Stage M&A Activity. The Role Of The IP Investment Banker In Extracting Maximum Value From IP In M&A Transactions. Conclusion. Chapter 13. Patents-As-Hedge: Wall Street's Emerging Monetization Model (John A. Squires). Perspective. Attributes Of Patents Wall Street Seeks To Procure. Innovation For Consortia And Joint Ventures In Market Structure Initiatives. Role Of Patents In Market Structure Joint Ventures. Patent Valuation And Implications For Use Of Patents Moving Forward. Chapter 14. Financing IP Assets - What Banks And Traditional Capital Providers Are Missing (Keith Bergelt). Perspective. Putting The Subprime Credit Crisis In An IP Perspective. Trends In Private Equity. Effect Of Competition. Impact Of The Emergence Of Hedge Funds. IP's Emergence As An Asset Class And Important Source Of Leverage In Acquisitions. Impact Of The Subprime Crisis On PE, Credit Markets And IP IP Finance. IP Finance Landscape. Comparative Cost Of IP-Based Capital. Conclusion. Chapter 15. Property And Capital Refined: Toward A Global Knowledge Value Chain (Ulf Petrusson And Bowman J. Heiden). Perspective. (Re)Defining Intellectual Assets, Property, And Capital. The Transformation Of Industry To Knowledge-Based Business. The Intellectual Vs. Material Value Chain. Knowledge-Based Business Models. The Physical Product In A Supporting Role. R&D As Both A Product And A Business Development Platform. Leveraging Content And Know-How As Property. Road Ahead. Index.","In this paper, Mccurdy et al. discuss the role of patent trolls and their impact on the business of IP licensing, and propose a framework to evaluate the patent value."
"Intellectual Property Strategy at the Firm Level","https://scispace.com/paper/intellectual-property-strategy-at-the-firm-level-3uze181h40","2015","Reference Entry","","Mariann Jelinek","10.1002/9781118785317.WEOM130031","","Intellectual Property is a knowledge-based creation whose ownership is formally recognized by a nation or international legal system Patents and copyrights assert the holder's right to exploit the creation Firms' IP holdings, and their approaches to managing those holdings are critical strategic considerations


Keywords:

intellectual property;
IP strategy;
cyber security;
IPR;
intellectual capital","In this paper, the authors present a strategy for managing Intellectual Property (IP) holdings in a cyber-secure manner. But their approach is not suitable for large-scale enterprises."
"To Patent or Not to Patent? Case of the Korean Industry","https://scispace.com/paper/to-patent-or-not-to-patent-case-of-the-korean-industry-khlekcepwk","2015","Journal Article","Indian journal of science and technology","Cheon Kwan Woo
Young-Ki Kim
Seong Taek Park","10.17485/IJST/2015/V8IS9/68321","","Innovation is one of the important drives for the reinforcement of companies' growth and competitiveness. With the progress of globalization, there is no meaning of the border any longer and invisible competition takes place. Companies make a lot of investment in R and D for innovation and make massive R and D results. In general, they use an appropriability mechanism to secure profits through the results of R and D. Appropriability mechanisms include patents, trade secret and lead time. However, they do not apply for a patent, a type of the appropriability mechanisms with the results of their investments of significant costs in R and D. Thus, this study looked into the reason why companies would do or would not apply for a patent based on the elements proposed in the preceding studies, and carried out a survey with 50 companies. As a result of the study, the purposes of their patent application were in the order of action for infringement of patent prevention, blocking competitors' activity off and prevention of imitation, and the purposes for their not applying for a patent were in the order of keeping a secret, difficult to prove that the invention is new and easy inventions.","In this article, the authors conducted a survey with 50 companies and found that companies make a lot of investment in R and D for innovation and make massive R&D results, but they do not apply for a patent, a type of the appropriability mechanisms with the results of their investments of significant costs in R & D."
"The Economic and Innovation Impacts of Trade Secrets","https://scispace.com/paper/the-economic-and-innovation-impacts-of-trade-secrets-4vhhyyutnq","2021","Journal Article","Social Science Research Network","Nicola Searle","10.2139/SSRN.3686478","https://scispace.com/pdf/the-economic-and-innovation-impacts-of-trade-secrets-4vhhyyutnq.pdf","Trade Secrets are a flexible innovation tool that are used across sectors and types of firms. This report summarises and critiques the publicly available academic and grey economic literature on trade secrets and highlights key innovation aspects. Developed for the UK Intellectual Property Office as a research paper, the report finds that Trade secrets can both enable or hinder innovation. Other key points: Trade secrets are particularly important to UK firms in the R&D services, tech, and across manufacturing and non-manufacturing sectors. Larger firms rely on trade secrets more than smaller firms. Trade secrets can be highly valuable firm assets, although most trade secrets are not. Firms choose trade secrets to maintain a competitive advantage by avoiding the disclosure associated with other types of IPR. However, trade secrets are vulnerable to reverse engineering and misappropriation or theft. Cybertheft and economic espionage are increasing concerns. Trade secrets serve as a substitute or complement to patents. Most trade secrets cover non-patentable innovation such as marketing and organisational innovations. Trade secrets support innovation but also restrict knowledge flows and labour mobility. Stronger policy benefits existing trade secrets holders and encourages investment in R&D, yet reduces future innovation and creates barriers to entry. However, many questions remain and the empirical evidence base for trade secrecy is weak. This report finds that further work is needed to develop an evidence base for trade secrets, and that exploration of key themes such as the interaction of trade secrets with patentability could better inform policy.","In this article, the authors summarise and critique the publicly available academic and grey economic literature on trade secrets and highlight key innovation aspects, concluding that many questions remain and the empirical evidence base for trade secrecy is weak."
"Strategic Behaviors and Competition: Intangibles, Intellectual Property and Innovation","https://scispace.com/paper/strategic-behaviors-and-competition-intangibles-intellectual-ea30inxui2","2006","Journal Article","Social Science Research Network","Olufunmilayo B. Arewa","10.2139/SSRN.586483","","Intangibles such as intellectual property rights are an increasingly important source of value for businesses today. This increasing importance has significance for the uses of intangibles by companies and the mechanisms and behaviors by which companies extract value from intangibles. The manners in which holders of intellectual property rights wield such rights can play an important role in shaping the effective functioning of intellectual property frameworks. Although intellectual property rights may serve as important tools of innovation, empirical evidence shows that in many industries intellectual property protection is not a primary means by which innovation is protected. Moreover, increasingly pervasive intellectual property portfolio management strategies are often combined today with broad grants of intellectual property rights. These factors may promote strategic uses of intangibles that are thought to be increasingly characteristic of business practice today. These factors may also permit and even encourage the holders of such rights to use them offensively as strategic weapons in a manner that may actually be a disincentive to diffusion and future innovation. Existing models of intellectual property rights focus to a large extent on assumptions about ex ante incentives for individual creators and inventors. Under the intangibles paradigm, new markets for new products and technologies have arisen that suggest a more complex picture of incentives with respect to intellectual property, some of which may challenge dominant assumptions. The operation of markets for technology and uses of intellectual property rights today also suggest that greater attention should be paid to the implications of the uses of intellectual property rights for markets, market competition and future innovation.","In this paper, the authors focus on the use of intellectual property in the context of strategic uses of intangibles in a way that may actually be a disincentive to diffusion and future innovation."
"Can we specify the technical field of know-how by making patent portfolio analysis?","https://scispace.com/paper/can-we-specify-the-technical-field-of-know-how-by-making-53buqwshfw","2014","Proceedings Article","Portland International Conference on Management of Engineering and Technology","Manabu Sugimoto
Yoshitoshi Tanaka","","","It is important for companies to make decisions whether new technology is applied as a patent application or should be hidden as know-how to keep technical competitiveness. Companies are given exclusive right by patent granting. On the other hand, know-how is protected under the trade-secrets law. Companies are required to make strict secrecy management of know-how to have protection. However, it's not easy to keep it as secrecy, and in the real business situation there are many disputes according to information leakage by the mobilization of human resources. Originally, know-how is controlled as a secret in companies, and it is invisible for outsiders. However, if we specify technical field in which know-how is hidden in patent specification without disclosure, it is useful for leading companies to keep its secrecy and upgrade the strategies of managing know-how. On the other hand, it helps following companies to make decisions which technical field they should concentrate on the development effort of such secrecy area. This research is a challenge to specify technical field in which know-how is hidden in patent specification, by making analysis on patent specification, in the field of aramid textile as one of the example of this research field. We believe that this research outcome contributes to management of technology in chemical companies in aramid textile field, also give the possibility to use the same methodology to find out know-how area from patent specification of the other industry field in the future.","This research is a challenge to specify technical field in which know-how is hidden in patent specification by making analysis on patent specification, in the field of aramid textile as one of the example of this research field, and believes that this research outcome contributes to management of technology in chemical companies in aramids textile field."
"Intangible Assets and the Managerial Strategy","https://scispace.com/paper/intangible-assets-and-the-managerial-strategy-l2c1l9yam8sz","","","","HUA Ying","10.3969/j.issn.1008-4355.2000.04.013","","The article deals with the problem of managerial strategies over the patent,trademark,trade secret of the intangible assets.","This study examines the relationship between managerial strategies and intangible assets, specifically patent, trademark, and trade secret management, to understand how companies can effectively utilize these assets to achieve competitive advantage."
"Trade Secrets in the Intellectual Property Strategies of Entrepreneurs: The Estonian Experience","https://scispace.com/paper/trade-secrets-in-the-intellectual-property-strategies-of-3cublr59hn","2010","Journal Article","Review of Central and East European Law","Age Värv
Heiki Pisuke
Tõnis Mets
Elise Vasamäe
Aleksei Kelli","10.1163/157303510X12650378240476","","Secrecy is a traditional method of knowledge protection. The protection and management of trade secrets has high strategic relevance for small transition economies. As the majority of Estonian entrepreneurs are SMEs in low-tech sectors, the implementation of adequate trade-secret protection strategy is vital. There are several advantages to trade-secret protection. First, the scope of trade-secret protection can be extensive and includes non-patentable knowledge. Second, it does not require the registration or fulfilment of any formal procedures.The Estonian high-tech sector also relies on trade-secret protection. Concentration of activities in a low- or high-tech sector only determines whether entrepreneurs combine patent and trade-secret protection or whether they are solely dependent on trade-secret protection.The enhancement of entrepreneurial skills to manage trade-secrets is crucial. Despite the high strategic relevance of trade secret protection, Estonian entrepreneurs do not, yet, seem to have the necessary capabilities to leverage trade-secret protection. A similar situation can be detected in other Baltic states. Therefore, the main focus of this article is on the exploration of how to control and utilize trade secrets in the value creation process by entrepreneurs in the Estonian legal and economic environment through appropriate economic and legal strategies and relevant legal implementation and protection measures. The authors analyze theoretical and practical issues concerning trade-secret protection, argue their own concepts and put forward several proposals.","In this paper, the authors analyze theoretical and practical issues concerning trade secret protection, argue their own concepts and put forward several proposals to control and utilize trade secrets in the value creation process by entrepreneurs in the Estonian legal and economic environment through appropriate economic and legal strategies and relevant legal implementation and protection measures."
"The Importance of Trade Secrecy: Evidence from Civil Litigation","https://scispace.com/paper/the-importance-of-trade-secrecy-evidence-from-civil-5gnh8i0b1d","1999","Posted Content","Social Science Research Network","Josh Lerner
Josh Lerner","","","This paper examines the importance of trade secrecy relative to other forms of intellectual property protection for a sample of 530 manufacturing firms. I identify all litigation involving these firms in the federal and state judicial districts encompassing their headquarters over a four-and-a-half year period. I find that trade secret disputes are commonplace, representing 43% of the intellectual property litigation. Cases litigated by smaller firms disproportionately involve trade secrets, suggesting that this source of intellectual property protection is more critical to these companies. This result is consistent with view that less established firms employ trade secrecy because the direct and indirect costs of patenting are too large. The analysis also suggests that previous studies of the relationship between firm size and the number of patents and public announcements of innovations may understate the contribution of small firms.","In this paper, the authors examined the importance of trade secrecy relative to other forms of intellectual property protection for a sample of 530 manufacturing firms and found that trade secret disputes are commonplace, representing 43% of the intellectual property litigation."
