"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Intellectual property business models using patent acquisition: A case study of Royalty Pharma Inc.","https://scispace.com/paper/intellectual-property-business-models-using-patent-105ns3f4v7","2016","Journal Article","Journal of Commercial Biotechnology","Su Young Lim
Minsuk Suh","10.5912/JCB736","https://www.researchgate.net/profile/Minsuk-Suh/publication/307617150_Intellectual_Property_Business_Models_Using_Patent_Acquisition_A_Case_Study_of_Royalty_Pharma_Inc/links/5df4761aa6fdcc28371f4f0a/Intellectual-Property-Business-Models-Using-Patent-Acquisition-A-Case-Study-of-Royalty-Pharma-Inc.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses Royalty Pharma case to illustrate patent‑acquisition business model; provides company data and timelines but lacks any patent‑vs‑trade‑secret comparison or related risk assessments.","In the pharmaceutical industry, companies are currently facing great challenges in developing new products due to patent expiration and decreasing profitability. In particular, the decrease in R&D productivity caused by the constant increase in the development period and cost of innovative new drugs means that the expectations of investors cannot be met. This study examined the successful case of Royalty Pharmaâ€™s business model, which adopted securitization, a new investment method that makes advance payments of future profits in order to overcome the decline in R&D productivity and enables the pharmaceutical manufacturers (as patent owners) to resolve the issue of attracting investment funds, while also making these funds available for other development projects. It examined the role in the biopharmaceutical sector of patent aggregating companies in providing the competency to analyze patent technologies and to create investment megafunds, as well as the success factors that can lead to a virtuous cycle of product development. From this analysis, the application of a patent-based business model is proposed for small and mid-sized pharmaceutical industries"
"Counterfeit, imitation, reverse engineering and learning: reflections from Chinese manufacturing firms","https://scispace.com/paper/counterfeit-imitation-reverse-engineering-and-learning-31qi42gl7i","2007","Journal Article","R & D Management","T. Minagawa
Paul Trott
Andreas Herbert Hoecht","10.1111/J.1467-9310.2007.00488.X","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses interviews with Chinese manufacturers to discuss counterfeiting and learning, touching on reverse‑engineering concerns, but lacks patent vs trade‑secret comparison, concrete company decision data, or detailed factual scenarios.","In a previous paper, we developed an alternative perspective on product imitation and innovation. In this paper, we explore some of our research questions using empirical data gathered in China. While we do not condone counterfeit activities, we explore the role of counterfeiting, imitation and learning from the perspective of Chinese manufacturers and provide insight from a small number of key informants about the motives and incentives for non-consensual acquisition of technology and their views on what Western firms should be doing to counteract the threat to their technological advantage. In this paper, we argue that where companies use the technology property of others to develop their own technology capability without the consent of the other party (non-consensual acquisition of technology), firms should consider whether there are opportunities for collaboration before resorting immediately to the legal tools at their disposal to enforce intellectual property rights and seek financial recompense from infringers without due consideration of the learning, new product development and innovation context. We believe that the findings from our case studies can make a significant contribution towards a better understanding of non-consensual acquisition of technology in an innovation context. In particular, the information gained from the key informants provides their perspective on the causes of non-consensual acquisition of technology and their views and recommendations of how companies affected by this behaviour might be able to better handle this problem."
"Formulation of research and development strategy by analysing patent portfolios of key players the semiconductor industry according to patent strength and technical …","https://scispace.com/paper/IqdRaLZTQM4J","","","","K Liu
CH Chen","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on semiconductor patent strength analysis; lacks discussion of trade secrets, case studies, detailed scenarios, or any of the specified IP protection contexts.",""
"A study of intellectual property protection policies and innovation in the Indian pharmaceutical industry and beyond","https://scispace.com/paper/a-study-of-intellectual-property-protection-policies-and-1ks5r50tka","2015","Journal Article","Technovation","Dominique Bouet","10.1016/J.TECHNOVATION.2014.10.007","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on TRIPS impact on innovation using export data; lacks patent‑vs‑trade‑secret comparison, firm‑level case study, or detailed IP decision scenarios.",""
"An exploratory analysis of patent fencing in pharmaceuticals: The case of PDE5 inhibitors","https://scispace.com/paper/an-exploratory-analysis-of-patent-fencing-in-pharmaceuticals-2axuvx7zx6","2013","Journal Article","Research Policy","Christian Sternitzke","10.1016/J.RESPOL.2012.11.003","https://pharmachitchat.wordpress.com/wp-content/uploads/2015/06/1-s2-0-s0048733312002582-main.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses patent‑fencing case study of PDE5 drugs to illustrate filing tactics; provides firm‑level data and timelines but lacks any trade‑secret comparison or FDA, reverse‑engineering, software, process, formulation, or portfolio discussions.",""
"The effects of extending intellectual property rights protection to developing countries: A case study of the Indian pharmaceutical market","https://scispace.com/paper/the-effects-of-extending-intellectual-property-rights-4amlbhzo6l","2003","","","Shubham Chaudhuri
Pinelopi Koujianou Goldberg
Panle Jia","10.7916/D8WH326X","https://academiccommons.columbia.edu/doi/10.7916/D87D3690/download","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on macro‑level welfare effects of patent enforcement in India; lacks patent vs trade‑secret comparison, firm‑level decision data, or detailed IP‑choice scenarios.","Under the TRIPS agreement, WTOmembers are required to enforce product patents for pharmaceuticals. The debate about the merits of this requirement has been and continues to be extremely contentious. Many poor developing economies claim that patent protection for pharmaceuticals will result in substantially higher prices for medicines, with adverse consequences for the health and well-being of their citizens. On the other hand, research-based global pharmaceutical companies, which claim to have lost billions of dollars because of patent infringement, argue that prices are unlikely to rise significantly because most patented products have therapeutic substitutes. In this paper we empirically investigate the basis of these claims. Central to the ongoing debate is the structure of demand for pharmaceuticals in poor economies where, because health insurance coverage is so rare, almost all medical expense are met out-of-pocket. Using a product-level data set from India, which is unique in terms of its detail and coverage, we estimate key price and expenditure elasticities and supply-side parameters for the fluoroquinolones sub-segment of the systemic anti-bacterials (i.e., antibiotics) segment of the Indian pharmaceuticals market. We then use these estimates to carry out counterfactual simulations of what prices, profits (of both domestic firms and multinational subsidiaries) and consumer welfare would have been, had the fluoroquinolone molecules we study been under patent in India as they were in the U.S. at the time. Our results suggest that concerns about the potential adverse welfare effects of TRIPS may have some basis. We estimate that in the absence of any price regulation or compulsory licensing, the total annual welfare losses to the Indian economy from the withdrawal of the four domestic product groups in the fluoroquinolone sub-segment would be on the order of U.S. $713 million, or about 118% of the sales of the entire systemic antibacterials segment in 2000. Of this amount, foregone profits of domestic producers constitute roughly $50 million (or 7%). The overwhelming portion of the total welfare loss therefore derives from the loss of consumer welfare. In contrast, the profit gains to foreign producers are estimated to be only around $57 million per year. JEL Codes: O34, D12, D4, L65, F13 ∗Comments welcome. We would like to thank Isher Ahluwalia, former Director, Indian Council for Research on International Economic Relations for providing us with access to the primary data used in this study. We also thank seminar participants at Yale and the 2003 NEUDC conference for helpful comments."
"Intellectual Property, Contracts, and Reverse Engineering After ProCD: A Proposed Compromise for Computer Software","https://scispace.com/paper/intellectual-property-contracts-and-reverse-engineering-z5k8qvurxx","1999","Journal Article","Fordham Law Review","Anthony J. Mahajan","","https://ir.lawnet.fordham.edu/cgi/viewcontent.cgi?article=3590&context=flr","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on patent vs copyright for software, lacks trade‑secret comparison, real‑company data, or concrete factual scenarios; does not address the listed criteria.","ideas, laws of nature, and natural phenomena traditionally are ineligible for patent protection; 60 while copyright protects the expression of ideas,61 a patent may only be claimed on the utilitarian embodiment of an idea.62 In other words, copyright law generally eschews protection of functional works, while patent law protects only those works that are functional.63 Further, while copyright law creates limited monopoly rights in original expression but does not prohibit others from using the ideas or knowledge expressed therein, the holder of a patent is granted the right to exclude others from making, using, or selling those ideas functionally embodied by the patent. 64 Finally, patent law, unlike copyright law, protects against subsequent independent inventors. 6 There also are practical considerations involved in determining whether a particular work is best protected under a copyright or a patent. While copyright protection is not as exclusive as patent protection, copyright subsists for the life of the author plus seventy years, or 120 years if the author is a corporation.66 Patent protection, on the other hand, lasts for twenty years from the date of application, after which time the public is allowed free access to the invention. 67 Moreover, the costs associated with obtaining a patent are far higher than those associated with a copyright. The patent process is time-consuming and complicated, and a patent application may cost more than 56. See A. Samuel Oddi, An Uneasier Case for Copyright than for Patent Protection of Computer Programs, 72 Neb. L. Rev. 351, 384 (1993). 57. 35 U.S.C. § 101 (1994). 58. See id. §§ 102, 103. 59. See Vincent Chiappetta, Patentability of Computer Software Instruction as an \""Article of Manufacture:\"" Software as Such as the Right Stuff, 17 J. Marshall J. Computer & Info. L. 89, 100 (1998). 60. See In re Alappat, 33 F.3d 1526, 1542 (Fed. Cir. 1994). 61. See supra Part I.A. 62. See Allen B. Wagner, Patenting Computer Science: Are Computer Instruction Writings Patentable?, 17 J. Marshall J. Computer & Info. L. 5, 33 (1998). 63. See Karjala, Relative Roles, supra note 46, at 41-42. 64. One who, without authority, \""makes, uses or sells any patented invention\"" infringes a patent. 35 U.S.C. § 271(a) (1994). 65. See David Bender & Anthony R. Barkume, Patents for Software-Related Inventions, 5 Software L.J. 279, 287 (1992). 66. See 17 U.S.C.A. § 302(a) (West Supp. 1999). 67. See 35 U.S.C. § 154(a)(2). 3304 [Vol. 67 COMPUTER SOFTWARE COMPROMISE $20,000.68 In addition, there are substantial filing fees, patent issuance fees, and maintenance fees required to maintain the patent for its duration.6 9 Copyright protection, on the other hand, may be secured for the life of the copyright by registration and the payment of a nominal filing fee.7' In recent years, patent protection has become increasingly available to computer programs.71 As computer programs begin to receive both patent and copyright protection, the traditional distinction between patent and copyright law-that patent law protects functional innovations while copyright law eschews protection of functional works,has eroded with reference to computer programs because Congress has carved out an exception for computer programs under copyright. 3 The extent of patent protection available for computer programs, however, has yet to be clearly delineated by the courts or Congress.74 Two recent cases from the Federal Circuit both rejected the \""printed matter\"" doctrine.75 This judicially conceived doctrine was invoked by United States Patent and Trademark Office (\""PTO\"") to deny patent protection to inventions manifested in human-readable medium in the form of printed lines, characters, words, and digits76-as is computer program code. The court's rejection of the printed matter doctrine is indicative of the broadening scope of patentability for computer programs.77 68. See John G. Mills, Possible Defenses to Complaints for Copyright Infringement and Reverse Engineering of Computer Sofnvar: Implications for Antitrust and I.P. Law, 80 J. Pat. & Trademark Off. Soc'y 101, 130 (1998). 69. See id. 70. See 37 C.F.R. § 202.3 (1998). 71. See Mark A. Lemley & David W. O'Brien, Encouraging Software Reuse, 49 Stan. L. Rev. 255, 259 (1997). 72. See KarJala, Relative Roles, supra note 46, at 41-42. 73. See supra note 46; see also Chiappetta, supra note 59, at 156 n.285 (noting the distinction between patent and copyright protection of computer software). 74. See Wagner, supra note 62, at 6. The Patent and Trademark Office (-PTO\"") historically had viewed software components as unpatentable mathematical formulations existing independently of functional structures or processes. See Lemley & O'Brien, supra note 71, at 280-81. Thus, patent claims routinely were rejected by the courts and the PTO unless the claim included an accompanying physical structure or embodiment. See, eg., In re Pardo, 684 F.2d 912, 915 (C.C.P.A. 1982) (describing the two-part test for patentability as involving a determination first whether a mathematical algorithm is recited, and secondly, whether the algorithm is applied to physical elements). 75. See In re Beauregard, 53 F.3d 1583, 1584 (Fed. Cir. 1995) (noting that the Commissioner of Patents and Trademarks had conceded that computer software on computer-readable media is patentable subject matter); In re Lowry, 32 F.3d 1579, 1583 (Fed. Cir. 1994) (holding that the application of the printed matter doctrine was inappropriate where the information in question was to be processed by a machine rather than by the human mind). 76. See Jeffrey R. Kuester et al., A New Frontier in Patents: Patent Claims to Propagated Signals, 17 J. Marshall J. Computer & Info. L. 75, 77 (1998). 77. See also State St. Bank & Trust Co. v. Signature Fin. Group, Inc., 149 F.3d 1368, 1373-74 (Fed. Cir. 1998) (refusing to apply the mathematical algorithm excep1999] 3305"
"Intellectual property strategy","https://scispace.com/paper/intellectual-property-strategy-3dpvjh1ybw","2011","Book","","John Palfrey","","https://assets.pubpub.org/em6o0n0t/Intellectual%20Property%20Strategy-71750269989764.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Broad IP strategy overview; lacks explicit patent‑vs‑trade‑secret comparison, empirical case data, or detailed scenarios; only general mentions of risk, software, processes, and portfolio management.","How a flexible and creative approach to intellectual property can help an organization accomplish goals ranging from building market share to expanding an industry."
"Patent cliff and strategic switch: exploring strategic design possibilities in the pharmaceutical industry","https://scispace.com/paper/patent-cliff-and-strategic-switch-exploring-strategic-design-uioadatf4w","2016","Journal Article","SpringerPlus","Chie Hoon Song
Jeung Whan Han","10.1186/S40064-016-2323-1","https://link.springer.com/content/pdf/10.1186/s40064-016-2323-1.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on patent‑cliff strategies and market exclusivity extensions; does not compare patents to trade secrets, lack empirical firm case, no detailed IP decision scenarios.","Extending the period of the market exclusivity and responding properly to the recent agglomeration of patent expiries are pivotal to the success of pharmaceutical companies. Declining R&D productivity, rising costs of commercialization, near-term patent expirations for many top-selling drugs are forcing companies to adopt new systems to introduce innovative products to market and to focus on strategies that increase the returns from the existing product portfolio. This systematic review explores various strategic and tactical management approaches by synthesizing the relevant literature and practical examples on patent expiration strategies. It further discusses how the mix of competition policies and strategic instruments can be used to maintain declining revenue streams from the blockbuster business model of the pharmaceutical industry. The review provides a comprehensive overview of the research on various strategies, offers both theoretical and practical guidelines for strategy transformation that companies can use to prolong the market exclusivity, and identifies knowledge gaps that needed to be addressed in order to improve efficiency in policy design."
"Intellectual property strategy and business strategy: connections through innovation strategy","https://scispace.com/paper/cXGFNw3sbxoJ","","","","D Samson
M Terziovski
A Lai","","https://www.researchgate.net/profile/Daniel-Samson-2/publication/228740384_Intellectual_Property_Strategy_and_Business_Strategy_Connections_through_Innovation_Strategy/links/0046352c3c37f86e49000000/Intellectual-Property-Strategy-and-Business-Strategy-Connections-through-Innovation-Strategy.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses a case‑study to illustrate IP strategy alignment with business goals, but lacks direct patent vs trade‑secret comparison, detailed quantitative scenario, or niche sector analyses.",""
"Staving off death: A case study of the pharmaceutical industry's strategies to protect blockbuster franchises","https://scispace.com/paper/staving-off-death-a-case-study-of-the-pharmaceutical-4n1p84et7f","2008","Journal Article","Food and Drug Law Journal","Daniel I Gorlin","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Uses pharma industry case study to discuss IP committee recommendations and FDA approval context, but lacks direct patent vs trade‑secret comparison and detailed quantitative scenario.",""
"Appropriability strategy in assessing future business development. Case: wireless communication technology","https://scispace.com/paper/appropriability-strategy-in-assessing-future-business-31nhoooqjr","2004","Journal Article","International Journal of Learning and Intellectual Capital","Pia Hurmelinna
Jukka Bergman
Ari Jantunen","10.1504/IJLIC.2004.005072","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on scenario‑based appropriability in wireless tech, lacking direct patent vs trade‑secret comparison, concrete IP decision data, or detailed factual scenarios; only touches on imitation barriers and strategic asset protection.","Companies need abilities to sense and seize new opportunities as well as to reconfigure and protect knowledge assets, competences, complementary assets and technologies in order to achieve sustainable competitive advantage. Utilising the scenario process where sharing existing knowledge enhances recognising new possibilities, finding and creating future-oriented knowledge assets can be notably improved. This process produces both tacit and explicit knowledge. Since competitive advantage can only be achieved by using hard-to-imitate scarce assets, creating barriers for imitation becomes essential, especially when codified knowledge is considered. Thus, taking appropriability strategies into account from the very beginning of the scenario process is an essential part of using and creating the dynamic capabilities for the companies participating in the process. In this study, the combination of the scenario process and appropriability strategies is examined in the field of wireless communication technology, and it is illustrated by a case example of varying partners forming a knowledge network."
"Enhancing TRIPS: trade secrets and reverse engineering","https://scispace.com/paper/enhancing-trips-trade-secrets-and-reverse-engineering-3p3ceup4g5","2016","Book Chapter","","Gintare Surblyte","10.1007/978-3-662-48107-3_24","http://ndl.ethernet.edu.et/bitstream/123456789/47400/1/104.pdf#page=723","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on EU trade‑secret directive and reverse‑engineering legality; lacks patent‑vs‑trade‑secret comparison, empirical firm data, or detailed scenarios. Mentions reverse‑engineering risk, giving modest relevance to that sub‑criterion.","Twenty years after TRIPS, the European Commission has raised an initiative to harmonize trade secret protection throughout the EU. Due to having set minimum requirements, TRIPS has not achieved uniform trade secret protection. Importantly, it remained silent in Article 39 TRIPS on such concepts as reverse engineering. As a result, national laws and/or case-law on this issue diverge not only on both sides of the Atlantic, but also within the EU. Yet, drawing the limits of trade secret protection and the boundaries of reverse engineering is of highest importance for innovation. The Proposal for the Directive which aims at harmonizing trade secret protection in the EU explicitly addresses reverse engineering as a legitimate means to discover information. However, it simultaneously provides for a possibility to restrict it on the basis of a contract. The question thereby arises of the legitimacy of such contractual restrictions and possibly of the limits of a freedom of contract. A further issue to be discussed is whether the Proposal for the Trade Secrets Directive goes beyond TRIPS in a way that it could be considered as an enhanced, “TRIPS-plus” model to be followed not only within the EU, but also outside its borders."
"Legal Protection of Trade Secrets: Case Study of Latvia, Present Issues and Perspectives","https://scispace.com/paper/legal-protection-of-trade-secrets-case-study-of-latvia-175j1tx35g","2008","","","Julija Menise","","https://lup.lub.lu.se/luur/download?func=downloadFile&recordOId=1555294&fileOId=1563611","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on Latvian trade‑secret law and reforms; lacks patent comparison, company data, concrete scenarios, or any of the specified IP strategy discussions.","The topic of this graduate essay is 'Legal Protection of Trade Secrets: Case Study of Latvia, Present Issues and Perspectives'. The purpose of this thesis is to examine how trade secrets are protected at the international and regional level&semic to analyze how international requirements are implemented in Latvia as well as to propose feasible improvements in a model of legal protection and regulation of trade secrets in Latvia, which take into account the international requirements. For many years, there was no need for effective protection of trade secrets in Latvia due to the fact that it was part of the Soviet Union. After the collapse of the Soviet Union, many changes happened in Latvia such as regaining of independence and joining the European Union. These changes had great impact on people's lives in general as well as in the legal area. The question of legal protection of trade secrets became essential. Unfortunately, the system of legal protection of trade secrets, which exists in Latvia, does not fully correspond to international requirements and it is necessary to make amendments in Latvian legal acts. The essay consists of the introduction, three main parts and final part. The introduction gives the motivation for the choice of the thesis topic and shows the meaning and relevance of the problem to current jurisprudence. The introduction further articulates the research objective. Part 1 of this work is sub-divided into two sections. Section 1 introduces the concept of a trade secret and describes its essential features at the international and the regional level. Section 2 discusses the interrelation of trade secrets and know-how. Part 2 gives an overview and shows the necessity of trade secret protection, discusses connection between trade secret protection and such fundamental human rights as right to work and right to freedom of information, Part 2 also describes the legal rights of a holder of trade secret and specifies trade secret protection methods: security, management and contractual measures before the infringement of trade secret, and civil remedies and criminal penalties after the infringement. Part 3 of the thesis deals with issues connected with the legal meaning of a trade secret as given in legal acts that are valid in Latvia. Part 3 also describes the legal protection methods of trade secrets that can be utilized in case of trade secret infringement and analyzes how international requirements for protection of trade secrets are implemented in Latvian legislation. The final part of the work summarizes the conclusions reached in the course of the thesis, and proposes feasible improvements in a model of legal protection and regulation of trade secrets in Latvia, which take into account the international requirements."
"Follow-On Biologics: Intellectual Property and Innovation Issues [June 4, 2007]","https://scispace.com/paper/follow-on-biologics-intellectual-property-and-innovation-4ga3w78gyk","2007","","","Wendy H. Schacht
John R. Thomas","","https://scispace.com/pdf/follow-on-biologics-intellectual-property-and-innovation-4ga3w78gyk.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Paper focuses on biologics manufacturing IP, highlighting trade‑secret importance and challenges for follow‑on products, but lacks direct patent‑vs‑trade‑secret decision analysis, firm‑level data, or detailed numeric scenarios.","This report reviews doctrinal and policy issues pertaining to follow-on biologics. The report first introduces the application of federal food and drug legislation to follow-on biologics. It next turns to the patent implications of marketing follow-on biologics. Following this review of substantive law, the remainder of the report introduces innovation policy issues pertaining to follow-on biologics."
"The Effectiveness of Secrecy As An Appropriation Mechanism Evidence From The Uniform Trade Secrets Act","https://scispace.com/paper/the-effectiveness-of-secrecy-as-an-appropriation-mechanism-veorlzu7ix","2019","Journal Article","Social Science Research Network","Yohan Choi
Jeffrey Q. Barden
Sam Yul Cho
Jonathan D. Arthurs","10.2139/SSRN.3344021","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Shows empirical link between trade‑secret strength and R&D output, noting weaker effects for patent‑rich firms and stronger effects for downstream asset investors—hinting at mixed IP portfolio trade‑offs. Lacks direct patent‑vs‑secret decision analysis, firm case studies, detailed scenarios, and niche sector discussions.","Although the study of appropriability has received substantial attention in strategy literature, little is known about how trade secrecy as appropriation mechanism affects firm R&D productivity, let alone under what conditions the effect of trade secrecy on firm R&D productivity is more or less pronounced. Thus, this study examines how and when trade secrecy improves firm R&D productivity. Using a natural experiment provided by the staggered implementation of trade secret law – Uniform Trade Secrets Act - and using a difference-in-differences approach, we find that the stronger trade secret protection positively affects firm R&D productivity. We also find that the positive effect of stronger trade secret protection on firm R&D productivity is less pronounced for firms possessing a larger number of patents while the effect is more pronounced for firms investing into more downstream complementary assets. We further find that the positive effect of strong trade secret protection on firm R&D productivity is more pronounced in complex technology industries relative to discrete technology industries and the positive effect is also more pronounced in highly concentrated industries."
"Caracterización de los riesgos inherentes a la Ingeniería Reversa","https://scispace.com/paper/caracterizacion-de-los-riesgos-inherentes-a-la-ingenieria-4g7rq9nb5v","2013","","","Inés Gimenez Zens
Juan Carlos Cuevas
Franco Mana","","https://scispace.com/pdf/caracterizacion-de-los-riesgos-inherentes-a-la-ingenieria-4g7rq9nb5v.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on reverse‑engineering risk assessment for software tools, lacking any patent vs trade‑secret comparison, empirical company data, or detailed IP decision scenarios.","Se presenta en este documento el resultado de la línea de investigación, “Herramientas de Ingeniería Reversa”, en el marco del proyecto “Caracterización de los riesgos inherentes a la Ingeniería Reversa”. Este proyecto lo desarrolla el grupo de investigación de la Cátedra de Servicios del Software de la Universidad Tecnológica Nacional Córdoba. Se describe aquí el proceso de investigación y el desarrollo de un gráfico que tiene como objetivo informar las posibles herramientas de ingeniería de software a utilizar según las variables del proyecto que se haya encarado."
"An analysis of trade secrets: directive 943/2016 on the protection of undisclosed know-how and business information (trade secrets) against their unlawful acquisition, use and disclosure","https://scispace.com/paper/an-analysis-of-trade-secrets-directive-943-2016-on-the-j4y1p6m1dn","2018","Dissertation","","Chiara De Angelis","","","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on EU trade‑secret directive and legal evolution; lacks patent comparison, empirical firm data, concrete scenarios, or sector‑specific risk analyses.","The evolution of trade secret law: from international agreements to the proposal of a directive in the European Union. Directive 943/2016 on the protection of undisclosed know-how and business information (trade secrets) against their unlawful acquisition, use and disclosure. Trade secret law and its impact on other EU sectorial legislation."
"Relative explainability and double standards in medical decision-making","https://scispace.com/paper/relative-explainability-and-double-standards-in-medical-2f9luh4z","2022","Journal Article","Ethics and Information Technology","Hendrik Kempt
Jan-Christoph Heilinger
Saskia K. Nagel","10.1007/s10676-022-09646-x","https://scispace.com/pdf/relative-explainability-and-double-standards-in-medical-2f9luh4z.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on medical AI explainability and certification; does not address patents, trade secrets, or related IP protection topics.","Abstract The increased presence of medical AI in clinical use raises the ethical question which standard of explainability is required for an acceptable and responsible implementation of AI-based applications in medical contexts. In this paper, we elaborate on the emerging debate surrounding the standards of explainability for medical AI. For this, we first distinguish several goods explainability is usually considered to contribute to the use of AI in general, and medical AI in specific. Second, we propose to understand the value of explainability relative to other available norms of explainable decision-making. Third, in pointing out that we usually accept heuristics and uses of bounded rationality for medical decision-making by physicians, we argue that the explainability of medical decisions should not be measured against an idealized diagnostic process, but according to practical considerations. We conclude, fourth, to resolve the issue of explainability-standards by relocating the issue to the AI’s certifiability and interpretability. "
"The Weaponized Lawsuit Against the Media: Litigation Funding as a New Threat to Journalism","https://scispace.com/paper/the-weaponized-lawsuit-against-the-media-litigation-funding-2kgmoznsck","2017","Journal Article","The American University law review","Lili Levi","","https://scispace.com/pdf/the-weaponized-lawsuit-against-the-media-litigation-funding-2kgmoznsck.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses on litigation funding threats to journalism and biopharma manufacturing; contains no discussion of patent vs trade‑secret choices, empirical firm case studies, or detailed IP protection scenarios.","IntroductionFrom Donald Trump's vituperative threats against the press during the 2016 presidential election,1 to judicial distaste for modern journalistic practices,2 to declining public esteem for a self-sabotaging press,3 news organizations today are facing a war against the media. An important new salvo in that war is third-party litigation funding supporting proxy plaintiffs' tort actions against the press. Wealthy private donors, seeking to shut down outlets they dislike, are inaugurating a modern wave of censorship-by-litigation.4These third-party litigation funding5 developments in the press context have led to public debate. Some view such litigation support as a powerful threat to freedom of the press;6 others express concern, but do not view it as a major danger yet;7 and still others affirmatively applaud it as an instance of the tables being turned against an increasingly unaccountable and sensationalist media undeserving of special constitutional treatment.8While third-party funding in media cases can theoretically help poor but meritorious plaintiffs, in reality it can too easily distort the litigation process and threaten chilling effects for an already weakened and financially unstable press.9 The challengingenvironment in which modern media operate amplifies the hazards posed by lawsuits brought not to impose reasonable costs for journalistic error, but to cripple or completely shutter certain kinds of press voices.10 Procedural hurdles, such as apparent limits on disclosure obligations and financially prohibitive appeal-bond requirements, amplify the problem.11 All told, a chilling effect on journalism is a predictable consequence. we should take no comfort from the apparent paucity of such cases at this point; secrecy makes outside financial support of strategic actions against the media difficult to discover. success in a few cases could reinvigorate a plaintiffs' bar looking for opportunities to sue the media going forward. That will surely not escape the press's notice.The problem is figuring out the right solution-a surprisingly complicated task. Third-party funding cannot realistically (and should not) be prohibited per se only in press cases. At a minimum, our system allows too many instances of interest-group funding to be able to carve out a workable press exception, even if there were an appetite to protect the press especially.12 Recent U.S. Supreme Court precedent, not to mention lower court activity, casts doubt on constitutional recognition of press exceptionalism.13 Moreover, attempts to prohibit funding in ideological actions against the press would surely raise non-trivial First Amendment-based objections from the funders and plaintiffs. Traditional champerty and maintenancebased objections to non-plaintiff funding of litigation cannot provide uniform relief either because many jurisdictions now view such prohibitions on champerty and maintenance as anachronistic.14 Relying on attorneys' professional conduct rules is also unlikely to be effective in disciplining third-party funding in media cases, at a minimum because the rules permit informed consent by clients.15 Moreover, we should not lose sight of the possibility that third-party funding of suits against the media might sometimes provide social and journalistic benefits.16So, what is to be done? This Article suggests a four-pronged approach. First, the law should clearly recognize that courts have the discretion to require disclosure concerning at least the existence of third-party funding from the parties as a matter of discovery.17 This disclosure could provide important information not just to the court and defense,18 but also, where disclosure would be appropriate and consistent with privilege, to the public at large. Where general disclosure is possible, the public would have the opportunity to understand the full context of the third-party-funded action at issue against the press. The proposed disclosure approach would not conflict with constitutional commitments, including the First Amendment's petition rights, protection of anonymous speech, or prohibitions of compelled speech. …"
"The Effects of Proprietary Information on Corporate Disclosure and Transparency: Evidence from Trade Secrets","https://scispace.com/paper/the-effects-of-proprietary-information-on-corporate-37cgxe2r4m","2018","Journal Article","Social Science Research Network","Stephen Glaeser","10.2139/SSRN.2957734","https://scispace.com/pdf/the-effects-of-proprietary-information-on-corporate-37cgxe2r4m.pdf","- **Relevance Score:** 0/100
- **Relevance Tag:** Not Relevant
- **Reasoning:** Focuses solely on trade‑secret reliance and corporate transparency; lacks patent comparison, specific company decision narratives, and concrete scenario details.","I examine the effects of proprietary information on corporate transparency and voluntary disclosure. To do so, I develop and validate two measures of firms’ reliance on trade secrecy: one based on 10-K disclosures and one based on subsequent litigation outcomes. I complement these measures by using the staggered passage of the Uniform Trade Secrets Act as a shock to trade secrecy. I find that firms that begin to rely more heavily on trade secrecy substitute increased voluntary disclosure of nonproprietary information for decreased disclosure of proprietary information. The total effect of trade secrecy is a decrease in corporate transparency."
